trip_uuid,source_center,destination_center,route_type,trip_creation_time,od_start_time,od_end_time,actual_time,osrm_time,osrm_distance,actual_distance_to_destination,data
trip-153721921080044503,IND333042AAA,IND333031AAA,FTL,2018-09-17 21:20:06.187164,2018-09-18 00:03:58.156818,2018-09-18 02:37:45.764076,116.0,72.0,82.0758,62.28912773692795,training
trip-153721921465681274,IND221706AAA,IND273014AAB,FTL,2018-09-17 21:20:14.657095,2018-09-18 07:17:05.441387,2018-09-18 15:04:44.700179,306.0,87.0,121.3214,105.18952058743288,training
trip-153721921465681274,IND273014AAB,IND277303AAC,FTL,2018-09-17 21:20:14.657095,2018-09-17 21:20:14.657095,2018-09-18 02:19:47.229982,198.0,100.0,129.0117,104.28932310983596,training
trip-153721921465681274,IND277201AAA,IND221706AAA,FTL,2018-09-17 21:20:14.657095,2018-09-18 04:49:43.001655,2018-09-18 07:17:05.441387,135.0,56.0,78.1473,71.71803838179001,training
trip-153721921465681274,IND277303AAC,IND277211AAA,FTL,2018-09-17 21:20:14.657095,2018-09-18 02:19:47.229982,2018-09-18 03:37:46.544693,53.0,38.0,41.2187,33.15974335404407,training
trip-153721932552046231,IND742101AAC,IND731237AAB,Carting,2018-09-17 21:22:05.520848,2018-09-17 21:22:05.520848,2018-09-17 23:25:48.691649,82.0,31.0,42.4199,32.67908006400865,training
trip-153721932552046231,IND742401AAA,IND742101AAC,Carting,2018-09-17 21:22:05.520848,2018-09-18 04:03:54.464558,2018-09-18 07:25:54.546871,182.0,66.0,64.41290000000001,41.03675710262192,training
trip-153721933846358190,IND854105AAB,IND851204AAA,FTL,2018-09-17 21:22:18.463960,2018-09-18 00:56:43.011684,2018-09-18 05:30:40.171073,244.0,95.0,135.7473,107.89622961172174,training
trip-153721933846358190,IND854326AAB,IND854105AAB,FTL,2018-09-17 21:22:18.463960,2018-09-17 21:22:18.463960,2018-09-18 00:56:43.011684,112.0,20.0,29.3382,25.818364390614462,training
trip-153721957397763022,IND562132AAA,IND560083AAB,Carting,2018-09-17 21:26:00.454695,2018-09-17 21:26:00.454695,2018-09-18 02:47:54.218733,69.0,39.0,41.3322,31.692506090505763,training
trip-153721959453433081,IND421302AAG,IND401104AAA,Carting,2018-09-17 21:26:34.534718,2018-09-17 21:26:34.534718,2018-09-17 23:08:51.439665,63.0,26.0,30.3147,15.954614379920857,training
trip-153721960228740349,IND000000ACB,IND122001AAA,Carting,2018-09-17 21:26:42.287632,2018-09-17 21:26:42.287632,2018-09-17 23:42:12.385414,52.0,36.0,36.4819,29.9478793014769,training
trip-153721966439808426,IND562132AAA,IND560060AAB,Carting,2018-09-17 21:27:37.082967,2018-09-17 21:27:37.082967,2018-09-17 22:51:21.006513,39.0,29.0,26.1755,18.846620445545927,training
trip-153721974566498903,IND444005AAB,IND421302AAG,FTL,2018-09-17 21:28:51.545160,2018-09-18 07:17:51.832953,2018-09-19 00:44:08.183170,964.0,390.0,550.4823,448.80823358965375,training
trip-153721974566498903,IND444602AAA,IND444005AAB,FTL,2018-09-17 21:28:51.545160,2018-09-18 03:43:38.155790,2018-09-18 07:17:51.832953,146.0,73.0,96.189,79.5825889091927,training
trip-153721974781433310,IND121002AAB,IND000000ACB,Carting,2018-09-17 21:29:07.814672,2018-09-17 21:29:07.814672,2018-09-18 00:48:03.417929,105.0,66.0,71.7365,46.95056631034415,training
trip-153721979598781764,IND411033AAA,IND421302AAG,FTL,2018-09-17 21:29:48.557446,2018-09-17 21:29:48.557446,2018-09-18 02:01:07.712908,175.0,101.0,129.5558,100.99452682360194,training
trip-153721979736509556,IND176061AAA,IND160002AAC,FTL,2018-09-17 21:29:57.365342,2018-09-18 14:25:35.207917,2018-09-19 09:30:07.165709,1121.0,280.0,301.92240000000004,188.46466493520552,training
trip-153721979736509556,IND176215AAA,IND176061AAA,FTL,2018-09-17 21:29:57.365342,2018-09-18 12:01:33.234030,2018-09-18 14:25:35.207917,86.0,46.0,33.229800000000004,22.82091884065447,training
trip-153721979736509556,IND177101AAA,IND176001AAA,FTL,2018-09-17 21:29:57.365342,2018-09-18 08:57:01.435548,2018-09-18 10:59:09.838528,94.0,59.0,43.401300000000006,30.684917241924783,training
trip-153721979736509556,IND177203AAA,IND177101AAA,FTL,2018-09-17 21:29:57.365342,2018-09-18 07:42:41.495041,2018-09-18 08:57:01.435548,52.0,37.0,32.1649,21.839965940193597,training
trip-153721983695861290,IND125001AAA,IND125047AAB,FTL,2018-09-17 21:30:31.994218,2018-09-17 21:30:31.994218,2018-09-17 23:51:44.368347,78.0,36.0,42.9699,32.95461737762273,training
trip-153721983695861290,IND125047AAB,IND125051AAA,FTL,2018-09-17 21:30:31.994218,2018-09-17 23:51:44.368347,2018-09-18 01:46:57.023948,95.0,61.0,71.69239999999999,44.68387517705814,training
trip-153721983695861290,IND125111AAA,IND125121AAA,FTL,2018-09-17 21:30:31.994218,2018-09-18 03:02:44.331635,2018-09-18 04:58:09.418480,85.0,35.0,38.0492,26.2603102770148,training
trip-153721983695861290,IND125121AAA,IND125001AAA,FTL,2018-09-17 21:30:31.994218,2018-09-18 04:58:09.418480,2018-09-18 13:51:35.402363,59.0,29.0,35.757400000000004,28.731590274441352,training
trip-153721985415571228,IND641001AAA,IND641062AAD,Carting,2018-09-17 21:30:54.156075,2018-09-18 03:19:08.333615,2018-09-18 05:53:51.205638,128.0,35.0,36.1521,28.50847836389544,training
trip-153721986165512504,IND135001AAA,IND173025AAA,FTL,2018-09-17 21:31:01.655544,2018-09-18 04:20:21.414725,2018-09-18 06:36:35.669510,95.0,45.0,58.1936,45.20729638954052,training
trip-153721986165512504,IND173025AAA,IND160002AAC,FTL,2018-09-17 21:31:01.655544,2018-09-18 06:36:35.669510,2018-09-18 11:16:24.985864,222.0,101.0,107.6758,84.65574397653566,training
trip-153721991963701780,IND400072AAB,IND421302AAR,Carting,2018-09-17 21:31:59.637254,2018-09-17 21:31:59.637254,2018-09-17 23:23:06.609661,57.0,25.0,29.1354,22.258257198799043,training
trip-153721998287547952,IND243001AAA,IND243503AAB,FTL,2018-09-17 21:33:02.875691,2018-09-18 03:06:12.032365,2018-09-18 05:21:18.958999,62.0,26.0,27.5072,24.18265391855269,training
trip-153721998287547952,IND243503AAB,IND244901AAB,FTL,2018-09-17 21:33:02.875691,2018-09-18 05:21:18.958999,2018-09-18 14:47:43.993738,139.0,66.0,93.7487,81.4427678563278,training
trip-153721998287547952,IND244901AAB,IND243002AAA,FTL,2018-09-17 21:33:02.875691,2018-09-17 21:33:02.875691,2018-09-18 02:43:04.858189,92.0,46.0,60.8214,56.97759030521408,training
trip-153722035980404850,IND560099AAB,IND560078AAC,Carting,2018-09-17 21:39:19.804572,2018-09-17 21:39:19.804572,2018-09-17 22:43:49.787795,25.0,23.0,21.1131,15.139786335547637,training
trip-153722041026585167,IND560099AAB,IND560002AAA,Carting,2018-09-17 21:40:10.266116,2018-09-17 21:40:10.266116,2018-09-17 22:57:40.583996,32.0,21.0,18.4075,17.671268768946785,training
trip-153722058144726476,IND686507AAA,IND686513AAA,Carting,2018-09-17 21:43:01.447512,2018-09-18 01:52:11.847710,2018-09-18 03:11:10.325645,21.0,9.0,13.2396,10.097051884228756,training
trip-153722064184546573,IND530012AAA,IND532001AAB,Carting,2018-09-17 21:43:59.695545,2018-09-17 21:43:59.695545,2018-09-18 01:11:45.182990,156.0,83.0,112.4663,96.89046932597486,training
trip-153722064184546573,IND532001AAB,IND530012AAA,Carting,2018-09-17 21:43:59.695545,2018-09-18 01:11:45.182990,2018-09-18 08:41:42.431844,285.0,83.0,117.8027,97.99149053574388,training
trip-153722072745881043,IND273304AAA,IND273014AAB,Carting,2018-09-17 21:45:20.132211,2018-09-18 03:33:00.659016,2018-09-18 14:53:03.191180,175.0,64.0,87.66789999999999,75.29047645425617,training
trip-153722079284051226,IND577002AAA,IND581115AAC,Carting,2018-09-17 21:46:32.840754,2018-09-17 21:46:32.840754,2018-09-18 00:18:39.867363,46.0,29.0,35.9042,33.36527530548662,training
trip-153722079284051226,IND581110AAE,IND581119AAB,Carting,2018-09-17 21:46:32.840754,2018-09-18 01:26:01.676706,2018-09-18 03:19:15.142218,82.0,43.0,54.4528,47.21468363653098,training
trip-153722079284051226,IND581115AAC,IND581110AAE,Carting,2018-09-17 21:46:32.840754,2018-09-18 00:18:39.867363,2018-09-18 01:26:01.676706,47.0,26.0,33.812400000000004,32.5023368497762,training
trip-153722079284051226,IND581119AAB,IND577002AAA,Carting,2018-09-17 21:46:32.840754,2018-09-18 03:19:15.142218,2018-09-18 04:51:25.457450,78.0,43.0,38.508,32.112605304126575,training
trip-153722080548574887,IND473443AAA,IND470113AAA,FTL,2018-09-17 21:46:45.486119,2018-09-18 02:16:29.158406,2018-09-18 04:09:13.893245,107.0,59.0,74.8052,28.07544618431589,training
trip-153722103318717795,IND000000ACB,IND000000AEL,Carting,2018-09-17 21:50:18.754181,2018-09-17 21:50:18.754181,2018-09-18 00:01:21.196048,101.0,63.0,61.6247,50.927198518714064,training
trip-153722106521801955,IND160002AAC,IND000000ACB,FTL,2018-09-17 21:51:05.218424,2018-09-17 21:51:05.218424,2018-09-18 06:16:05.018008,382.0,212.0,280.8573,237.26239841080144,training
trip-153722109715816480,IND301001AAB,IND321001AAB,FTL,2018-09-17 21:51:21.782676,2018-09-17 21:51:21.782676,2018-09-18 00:57:26.243906,120.0,70.0,79.4058,71.31336763500435,training
trip-153722129543962061,IND302014AAB,IND303901AAA,Carting,2018-09-17 21:54:48.540847,2018-09-17 21:54:48.540847,2018-09-17 23:20:14.361865,37.0,20.0,26.117,22.559674683732613,training
trip-153722140436387339,IND140406AAA,IND140401AAA,FTL,2018-09-17 21:56:44.364206,2018-09-18 03:10:09.441129,2018-09-18 03:59:57.353222,35.0,28.0,32.784800000000004,26.13205772150762,training
trip-153722141343386831,IND712310AAE,IND711303AAA,Carting,2018-09-17 21:56:53.434135,2018-09-17 21:56:53.434135,2018-09-18 00:42:26.505600,78.0,37.0,51.7427,38.89178187272646,training
trip-153722141343386831,IND721134AAB,IND721139AAC,Carting,2018-09-17 21:56:53.434135,2018-09-18 01:50:07.066425,2018-09-18 02:38:10.229376,24.0,16.0,17.8383,13.573319740514773,training
trip-153722142758458541,IND842003AAB,IND483501AAA,FTL,2018-09-17 21:57:01.643591,2018-09-17 21:57:01.643591,2018-09-18 03:07:41.366604,299.0,59.0,80.8996,78.14372140226993,training
trip-153722148315884812,IND141003AAB,IND142026AAA,FTL,2018-09-17 21:58:03.159275,2018-09-18 01:53:25.457230,2018-09-18 03:08:53.499901,61.0,32.0,41.64,36.69427054413888,training
trip-153722148315884812,IND141109AAA,IND000000ACA,FTL,2018-09-17 21:58:03.159275,2018-09-18 04:22:49.906757,2018-09-18 06:18:52.095895,63.0,57.0,59.7645,38.41593224361542,training
trip-153722148315884812,IND142026AAA,IND141109AAA,FTL,2018-09-17 21:58:03.159275,2018-09-18 03:08:53.499901,2018-09-18 04:22:49.906757,47.0,35.0,23.6866,20.76405300937084,training
trip-153722159741483611,IND742223AAA,IND742226AAA,Carting,2018-09-17 21:59:52.975371,2018-09-18 02:50:33.195700,2018-09-18 04:53:47.636166,88.0,47.0,47.3587,27.491319583504183,training
trip-153722159741483611,IND742226AAA,IND742101AAC,Carting,2018-09-17 21:59:52.975371,2018-09-18 04:53:47.636166,2018-09-18 06:57:18.604134,59.0,35.0,32.948699999999995,23.93090758197539,training
trip-153722163920880898,IND141115AAA,IND000000ACA,FTL,2018-09-17 22:00:39.209029,2018-09-18 04:58:22.388171,2018-09-18 06:18:00.975795,62.0,30.0,29.3258,24.483789489897504,training
trip-153722163920880898,IND144514AAA,IND141115AAA,FTL,2018-09-17 22:00:39.209029,2018-09-18 04:01:45.933561,2018-09-18 04:58:22.388171,49.0,28.0,26.2098,24.19010315192119,training
trip-153722184717523789,IND401104AAB,IND400072AAB,Carting,2018-09-17 22:03:53.828114,2018-09-17 22:03:53.828114,2018-09-17 23:01:05.948053,33.0,15.0,20.0807,17.511639120522865,training
trip-153722189221778776,IND522647AAA,IND523201AAA,FTL,2018-09-17 22:04:52.218061,2018-09-18 03:02:13.924442,2018-09-18 05:18:29.368650,78.0,50.0,60.0816,35.93717109964696,training
trip-153722189221778776,IND523002AAA,IND523226AAA,FTL,2018-09-17 22:04:52.218061,2018-09-17 22:04:52.218061,2018-09-17 23:20:33.967403,35.0,22.0,23.9232,23.172470970606497,training
trip-153722192662105216,IND421302AAG,IND410401AAA,FTL,2018-09-17 22:05:20.811885,2018-09-17 22:05:20.811885,2018-09-18 02:45:35.268463,222.0,67.0,88.4713,67.66205999696291,training
trip-153722193151831738,IND523002AAA,IND523230AAA,FTL,2018-09-17 22:05:31.518652,2018-09-17 22:05:31.518652,2018-09-18 00:16:12.102613,101.0,69.0,78.3206,57.94150671928024,training
trip-153722193151831738,IND523105AAA,IND524201AAA,FTL,2018-09-17 22:05:31.518652,2018-09-18 01:25:18.737303,2018-09-18 02:39:40.402645,68.0,42.0,54.6628,37.69507170557913,training
trip-153722193151831738,IND523230AAA,IND523105AAA,FTL,2018-09-17 22:05:31.518652,2018-09-18 00:16:12.102613,2018-09-18 01:25:18.737303,59.0,44.0,47.224,46.14567102400896,training
trip-153722193151831738,IND524201AAA,IND523002AAA,FTL,2018-09-17 22:05:31.518652,2018-09-18 02:39:40.402645,2018-09-18 09:58:41.225004,84.0,72.0,89.46130000000001,67.78031834009582,training
trip-153722195636870299,IND620020AAA,IND621112AAA,Carting,2018-09-17 22:05:41.721005,2018-09-18 02:17:21.607346,2018-09-18 03:11:38.538050,28.0,12.0,15.9331,14.5088277245774,training
trip-153722197627065606,IND842001AAA,IND845412AAB,FTL,2018-09-17 22:06:16.270881,2018-09-17 22:06:16.270881,2018-09-17 23:49:15.856582,65.0,34.0,49.0505,44.92740944942091,training
trip-153722197627065606,IND845305AAA,IND842001AAA,FTL,2018-09-17 22:06:16.270881,2018-09-18 03:24:15.350573,2018-09-18 15:21:05.176726,682.0,96.0,136.1479,110.04672782217074,training
trip-153722197627065606,IND845401AAA,IND845305AAA,FTL,2018-09-17 22:06:16.270881,2018-09-18 01:03:23.412772,2018-09-18 03:24:15.350573,88.0,37.0,49.7939,36.33758662564846,training
trip-153722197627065606,IND845412AAB,IND845401AAA,FTL,2018-09-17 22:06:16.270881,2018-09-17 23:49:15.856582,2018-09-18 01:03:23.412772,46.0,26.0,33.3039,30.065451037154943,training
trip-153722198458025776,IND000000ACB,IND712311AAA,FTL,2018-09-17 22:06:19.402734,2018-09-17 22:06:19.402734,2018-09-19 13:06:53.713481,2158.0,1017.0,1429.0633,1301.307731055367,training
trip-153722210241247264,IND421302AAG,IND382430AAB,FTL,2018-09-17 22:08:22.412716,2018-09-17 22:08:22.412716,2018-09-18 13:27:28.949739,714.0,357.0,491.8815,410.2140368718337,training
trip-153722211915054363,IND562132AAA,IND421302AAG,FTL,2018-09-17 22:08:39.150911,2018-09-17 22:08:39.150911,2018-09-18 22:48:48.303083,1251.0,726.0,975.5842,829.163109878713,training
trip-153722242495423154,IND411033AAA,IND421302AAG,FTL,2018-09-17 22:13:44.954495,2018-09-18 15:32:10.813159,2018-09-18 20:21:09.961734,223.0,101.0,129.1691,101.26283466790572,training
trip-153722242495423154,IND501359AAE,IND411033AAA,FTL,2018-09-17 22:13:44.954495,2018-09-17 22:13:44.954495,2018-09-18 15:32:10.813159,921.0,447.0,596.156,515.2204076342767,training
trip-153722258529999057,IND802101AAA,IND802119AAA,FTL,2018-09-17 22:16:25.300354,2018-09-18 02:08:18.803035,2018-09-18 03:06:45.002674,31.0,13.0,18.063,15.97829822830508,training
trip-153722258529999057,IND802119AAA,IND802158AAB,FTL,2018-09-17 22:16:25.300354,2018-09-18 03:06:45.002674,2018-09-18 04:54:49.475673,67.0,38.0,51.8859,27.806313651305235,training
trip-153722267764285299,IND202001AAC,IND204215AAA,Carting,2018-09-17 22:17:57.643122,2018-09-18 01:09:11.117602,2018-09-18 02:26:15.378182,71.0,26.0,35.499900000000004,33.80567822571182,training
trip-153722267764285299,IND204215AAA,IND207001AAA,Carting,2018-09-17 22:17:57.643122,2018-09-18 02:26:15.378182,2018-09-18 05:36:15.384538,156.0,22.0,31.6042,30.60626091926609,training
trip-153722267764285299,IND207001AAA,IND207302AAA,Carting,2018-09-17 22:17:57.643122,2018-09-18 05:36:15.384538,2018-09-18 07:27:02.204917,59.0,41.0,50.9733,36.22037818972533,training
trip-153722267764285299,IND207302AAA,IND202001AAB,Carting,2018-09-17 22:17:57.643122,2018-09-18 07:27:02.204917,2018-09-18 13:35:56.345538,102.0,90.0,67.4874,51.60041276893904,training
trip-153722274561527011,IND000000ACB,IND209304AAA,FTL,2018-09-17 22:19:05.615523,2018-09-17 22:19:05.615523,2018-09-18 12:40:55.953648,726.0,334.0,463.211,384.4128173920829,training
trip-153722278185991027,IND480001AAA,IND480661AAA,FTL,2018-09-17 22:19:37.476791,2018-09-18 06:06:21.785778,2018-09-18 07:45:47.073022,78.0,52.0,73.76639999999999,63.23448500182205,training
trip-153722278185991027,IND480661AAA,IND481661AAA,FTL,2018-09-17 22:19:37.476791,2018-09-18 07:45:47.073022,2018-09-18 11:16:47.022212,137.0,103.0,123.0382,100.8683177627814,training
trip-153722278185991027,IND480886AAA,IND480001AAA,FTL,2018-09-17 22:19:37.476791,2018-09-18 03:24:04.628051,2018-09-18 06:06:21.785778,159.0,100.0,139.0677,95.95473180126284,training
trip-153722278185991027,IND481661AAA,IND842003AAB,FTL,2018-09-17 22:19:37.476791,2018-09-18 11:16:47.022212,2018-09-18 17:13:12.964524,332.0,73.0,103.2863,81.51821493663263,training
trip-153722278185991027,IND842003AAB,IND480886AAA,FTL,2018-09-17 22:19:37.476791,2018-09-17 22:19:37.476791,2018-09-18 03:24:04.628051,203.0,66.0,89.0685,76.01085606771746,training
trip-153722281098075766,IND562132AAA,IND560058AAD,Carting,2018-09-17 22:20:10.981021,2018-09-17 22:20:10.981021,2018-09-18 01:46:49.587879,66.0,22.0,16.7918,10.981852299694358,training
trip-153722283079149695,IND474003AAA,IND476111AAA,FTL,2018-09-17 22:20:30.791885,2018-09-17 22:20:30.791885,2018-09-18 02:36:54.153306,175.0,63.0,70.92660000000001,51.67348890475999,training
trip-153722283079149695,IND477001AAB,IND474003AAA,FTL,2018-09-17 22:20:30.791885,2018-09-18 05:27:50.172864,2018-09-18 16:17:10.888980,208.0,53.0,74.9578,68.00633573739711,training
trip-153722284920093990,IND712311AAA,IND700065AAA,Carting,2018-09-17 22:20:43.239931,2018-09-17 22:20:43.239931,2018-09-18 00:49:22.770600,54.0,22.0,21.1087,16.72501469993155,training
trip-153722299088891693,IND000000ACB,IND110043AAC,Carting,2018-09-17 22:23:10.889162,2018-09-17 22:23:10.889162,2018-09-18 00:43:55.359160,100.0,56.0,52.8401,39.63873458099597,training
trip-153722300748621580,IND134203AAA,IND140501AAA,Carting,2018-09-17 22:23:27.486478,2018-09-18 03:33:02.975967,2018-09-18 05:29:35.030853,63.0,42.0,50.1972,32.158639629286945,training
trip-153722300748621580,IND140501AAA,IND160002AAC,Carting,2018-09-17 22:23:27.486478,2018-09-18 05:29:35.030853,2018-09-18 06:32:06.436017,54.0,17.0,19.227400000000003,10.532358295549855,training
trip-153722305932557463,IND560300AAA,IND560099AAB,Carting,2018-09-17 22:24:07.390289,2018-09-17 22:24:07.390289,2018-09-18 00:30:15.644204,90.0,58.0,53.6171,42.03620819413303,training
trip-153722310250493665,IND842001AAA,IND843105AAB,FTL,2018-09-17 22:25:02.505372,2018-09-17 22:25:02.505372,2018-09-17 23:47:19.031978,36.0,16.0,23.5894,22.996909606520127,training
trip-153722310250493665,IND843105AAB,IND848101AAA,FTL,2018-09-17 22:25:02.505372,2018-09-17 23:47:19.031978,2018-09-18 01:30:26.903989,65.0,21.0,29.1282,24.791637120146923,training
trip-153722310250493665,IND844505AAB,IND842001AAA,FTL,2018-09-17 22:25:02.505372,2018-09-18 02:46:09.723796,2018-09-18 16:15:02.663449,509.0,50.0,71.9021,46.8364062731361,training
trip-153722310250493665,IND848101AAA,IND844505AAB,FTL,2018-09-17 22:25:02.505372,2018-09-18 01:30:26.903989,2018-09-18 02:46:09.723796,62.0,18.0,25.2416,21.706828807403763,training
trip-153722322529611562,IND502220AAC,IND501359AAE,FTL,2018-09-17 22:26:49.432202,2018-09-18 08:02:04.608865,2018-09-18 12:25:28.686171,197.0,130.0,146.36010000000002,95.65903350180122,training
trip-153722322529611562,IND502286AAB,IND502220AAC,FTL,2018-09-17 22:26:49.432202,2018-09-18 05:54:25.991234,2018-09-18 08:02:04.608865,109.0,50.0,58.4814,43.65929415735868,training
trip-153722322529611562,IND585104AAA,IND585330AAE,FTL,2018-09-17 22:26:49.432202,2018-09-17 22:26:49.432202,2018-09-18 02:09:36.043854,75.0,43.0,61.326800000000006,55.915304530403134,training
trip-153722322529611562,IND585330AAE,IND585401AAA,FTL,2018-09-17 22:26:49.432202,2018-09-18 02:09:36.043854,2018-09-18 03:45:25.649534,64.0,34.0,48.4961,41.89429784511411,training
trip-153722322529611562,IND585401AAA,IND502286AAB,FTL,2018-09-17 22:26:49.432202,2018-09-18 03:45:25.649534,2018-09-18 05:54:25.991234,109.0,45.0,42.049,31.69569664159206,training
trip-153722335000370053,IND302014AAB,IND303008AAB,Carting,2018-09-17 22:29:10.003936,2018-09-17 22:29:10.003936,2018-09-18 01:29:24.095683,103.0,55.0,74.8758,60.6164091815205,training
trip-153722335000370053,IND303008AAB,IND303338AAB,Carting,2018-09-17 22:29:10.003936,2018-09-18 01:29:24.095683,2018-09-18 02:47:54.532978,48.0,30.0,32.649,20.292496363244616,training
trip-153722335000370053,IND303338AAB,IND303603AAB,Carting,2018-09-17 22:29:10.003936,2018-09-18 02:47:54.532978,2018-09-18 04:02:57.726226,71.0,57.0,61.6722,33.30605808369467,training
trip-153722335000370053,IND303603AAB,IND302014AAB,Carting,2018-09-17 22:29:10.003936,2018-09-18 04:02:57.726226,2018-09-18 07:30:00.079020,186.0,73.0,87.78869999999999,60.8631552962562,training
trip-153722347666387791,IND638657AAA,IND638701AAA,Carting,2018-09-17 22:31:16.664183,2018-09-18 03:21:27.053682,2018-09-18 04:20:30.576904,45.0,29.0,31.1232,29.11570929945797,training
trip-153722347666387791,IND638701AAA,IND641607AAA,Carting,2018-09-17 22:31:16.664183,2018-09-18 04:20:30.576904,2018-09-18 10:36:12.825637,40.0,23.0,25.3014,22.015762729309973,training
trip-153722347666387791,IND641607AAA,IND641654AAA,Carting,2018-09-17 22:31:16.664183,2018-09-17 22:31:16.664183,2018-09-18 01:04:20.151574,36.0,17.0,18.798,15.533088401050357,training
trip-153722347666387791,IND641654AAA,IND641664AAA,Carting,2018-09-17 22:31:16.664183,2018-09-18 01:04:20.151574,2018-09-18 02:02:05.726628,36.0,26.0,29.409,22.480969222409733,training
trip-153722347666387791,IND641664AAA,IND638657AAA,Carting,2018-09-17 22:31:16.664183,2018-09-18 02:02:05.726628,2018-09-18 03:21:27.053682,56.0,37.0,40.5628,36.62044744627154,training
trip-153722348992824420,IND712311AAA,IND834002AAB,FTL,2018-09-17 22:31:18.413589,2018-09-17 22:31:18.413589,2018-09-18 10:33:57.967838,568.0,280.0,393.2804,306.5074086758628,training
trip-153722348992824420,IND834002AAB,IND000000ACB,FTL,2018-09-17 22:31:18.413589,2018-09-18 10:33:57.967838,2018-09-19 16:46:09.191443,1722.0,853.0,1163.1683,1012.5482012869256,training
trip-153722360062644054,IND600056AAB,IND631501AAA,Carting,2018-09-17 22:33:20.626706,2018-09-17 22:33:20.626706,2018-09-18 02:09:02.770911,65.0,34.0,44.5066,32.6015915207682,training
trip-153722360062644054,IND631003AAA,IND600056AAB,Carting,2018-09-17 22:33:20.626706,2018-09-18 03:46:14.625473,2018-09-18 06:57:52.365410,71.0,39.0,41.8495,28.032896516943445,training
trip-153722360062644054,IND631501AAA,IND631003AAA,Carting,2018-09-17 22:33:20.626706,2018-09-18 02:09:02.770911,2018-09-18 03:46:14.625473,69.0,27.0,29.3517,25.676680549716185,training
trip-153722360487036893,IND382430AAB,IND380054AAA,Carting,2018-09-17 22:33:24.870616,2018-09-17 22:33:24.870616,2018-09-18 00:00:23.904679,75.0,16.0,18.7517,16.33350248655628,training
trip-153722363847990243,IND302014AAB,IND303301AAB,Carting,2018-09-17 22:33:58.480237,2018-09-17 22:33:58.480237,2018-09-18 00:17:46.061238,46.0,32.0,39.1437,23.69558768989968,training
trip-153722363847990243,IND303301AAB,IND303303AAA,Carting,2018-09-17 22:33:58.480237,2018-09-18 00:17:46.061238,2018-09-18 00:53:13.358395,29.0,21.0,28.608,27.904931708837683,training
trip-153722363847990243,IND303303AAA,IND322230AAA,Carting,2018-09-17 22:33:58.480237,2018-09-18 00:53:13.358395,2018-09-18 02:55:36.869052,112.0,77.0,97.0315,69.80884413261161,training
trip-153722363847990243,IND303503AAA,IND302014AAB,Carting,2018-09-17 22:33:58.480237,2018-09-18 06:30:00.735821,2018-09-18 08:20:02.939348,100.0,58.0,81.1756,55.62351372565464,training
trip-153722363847990243,IND322201AAA,IND303503AAA,Carting,2018-09-17 22:33:58.480237,2018-09-18 05:29:33.043105,2018-09-18 06:30:00.735821,56.0,31.0,43.9494,39.73941744955224,training
trip-153722363847990243,IND322230AAA,IND322241AAA,Carting,2018-09-17 22:33:58.480237,2018-09-18 02:55:36.869052,2018-09-18 04:11:33.692868,44.0,29.0,32.4459,28.14455131826019,training
trip-153722363847990243,IND322241AAA,IND322201AAA,Carting,2018-09-17 22:33:58.480237,2018-09-18 04:11:33.692868,2018-09-18 05:29:33.043105,50.0,22.0,31.5676,28.44834471109061,training
trip-153722364543356346,IND562132AAA,IND560099AAB,Carting,2018-09-17 22:34:05.433780,2018-09-17 22:34:05.433780,2018-09-18 04:32:49.633077,158.0,52.0,50.8919,40.13753312915237,training
trip-153722365055548935,IND000000ACB,IND131028AAB,Carting,2018-09-17 22:34:10.555867,2018-09-17 22:34:10.555867,2018-09-18 03:58:43.030011,156.0,101.0,123.3553,70.57137347995564,training
trip-153722366479954399,IND209304AAA,IND212601AAA,FTL,2018-09-17 22:34:09.881516,2018-09-17 22:34:09.881516,2018-09-18 03:15:36.309478,158.0,68.0,97.4435,86.4880757335998,training
trip-153722366479954399,IND210001AAA,IND210427AAA,FTL,2018-09-17 22:34:09.881516,2018-09-18 06:48:10.047920,2018-09-18 10:08:01.674363,162.0,42.0,55.5777,52.54861100589351,training
trip-153722366479954399,IND210427AAA,IND209304AAA,FTL,2018-09-17 22:34:09.881516,2018-09-18 10:08:01.674363,2018-09-18 15:30:45.671793,299.0,121.0,167.89520000000002,128.41764144323798,training
trip-153722366479954399,IND212601AAA,IND210001AAA,FTL,2018-09-17 22:34:09.881516,2018-09-18 03:15:36.309478,2018-09-18 06:48:10.047920,135.0,58.0,79.52189999999999,69.56057814147228,training
trip-153722372576390965,IND691574AAA,IND695614AAA,Carting,2018-09-17 22:35:25.764279,2018-09-18 01:44:18.195811,2018-09-18 02:34:59.592677,30.0,20.0,21.5761,13.158031112098428,training
trip-153722372576390965,IND695101AAB,IND691574AAA,Carting,2018-09-17 22:35:25.764279,2018-09-18 00:58:50.992452,2018-09-18 01:44:18.195811,20.0,17.0,15.5534,13.996815954243305,training
trip-153722372576390965,IND695582AAA,IND695101AAB,Carting,2018-09-17 22:35:25.764279,2018-09-17 23:52:45.351068,2018-09-18 00:58:50.992452,26.0,23.0,20.2114,17.783643177032832,training
trip-153722377012052065,IND124507AAA,IND131028AAB,FTL,2018-09-17 22:36:10.120861,2018-09-18 01:43:51.012496,2018-09-18 03:30:57.350139,89.0,45.0,42.8967,27.14273848519774,training
