trip_uuid,source_center,destination_center,route_type,trip_creation_time,od_start_time,od_end_time,actual_time,osrm_time,osrm_distance,actual_distance_to_destination,data,source_hub,source_degree_centrality,source_betweenness_centrality,source_in_degree,source_out_degree,destination_hub,destination_degree_centrality,destination_betweenness_centrality,destination_in_degree,destination_out_degree,corridor_trip_count,corridor_delay_ratio,trip_hour,trip_dayofweek,trip_month,distance_per_hour,network_risk_score
trip-153679177816498403,IND502286AAB,IND502220AAC,1,2018-09-12 22:36:18.165262,2018-09-13 06:59:11.098060,2018-09-13 09:04:24.962001,112.0,49.0,57.3932,43.84662325194082,training,IND502286AAB,0.001258653241032,0.0067600755667506,1.0,1.0,IND502220AAC,0.001258653241032,0.0063664987405541,1.0,1.0,15.0,2.142857142857143,22,2,9,1.1712897959183675,0.028128373515652928
trip-153679177816498403,IND585104AAA,IND585330AAE,1,2018-09-12 22:36:18.165262,2018-09-12 22:36:18.165262,2018-09-13 02:32:49.724239,80.0,43.0,59.398900000000005,55.22862851944378,training,IND585104AAA,0.0062932662051604,0.010286523929471,5.0,5.0,IND585330AAE,0.001258653241032,0.0075472292191435,1.0,1.0,14.0,1.837209302325581,22,2,9,1.3813697674418606,0.03276433718001268
trip-153679177816498403,IND585330AAE,IND585401AAA,1,2018-09-12 22:36:18.165262,2018-09-13 02:32:49.724239,2018-09-13 04:53:39.313843,67.0,35.0,49.278,42.316270053892495,training,IND585330AAE,0.001258653241032,0.0075472292191435,1.0,1.0,IND585401AAA,0.001258653241032,0.0071536523929471,1.0,1.0,15.0,1.8823529411764703,22,2,9,1.4079428571428572,0.02767224774040583
trip-153679177816498403,IND585401AAA,IND502286AAB,1,2018-09-12 22:36:18.165262,2018-09-13 04:53:39.313843,2018-09-13 06:59:11.098060,105.0,42.0,40.887,31.94823230374953,training,IND585401AAA,0.001258653241032,0.0071536523929471,1.0,1.0,IND502286AAB,0.001258653241032,0.0067600755667506,1.0,1.0,15.0,2.5,22,2,9,0.9735,0.03478431989924425
trip-153679180369144969,IND302022AAD,IND000000ACB,0,2018-09-12 22:36:43.691678,2018-09-12 22:36:43.691678,2018-09-13 10:05:55.934449,314.0,164.0,221.707,195.7597899252104,training,IND302022AAD,0.001258653241032,0.0,1.0,1.0,IND000000ACB,0.0560100692259282,0.2341654866435104,41.0,48.0,7.0,1.903030303030303,22,2,9,1.351871951219512,0.44562401700643794
trip-153679191158631235,IND515004AAA,IND515401AAB,1,2018-09-12 22:38:31.586587,2018-09-12 22:38:31.586587,2018-09-13 00:29:31.668551,71.0,40.0,53.1691,50.04421269604489,training,IND515004AAA,0.0050346129641283,0.0047229219143576,4.0,4.0,IND515401AAB,0.001258653241032,0.0011807304785894,1.0,1.0,13.0,1.775,22,2,9,1.3292275,0.010478982997480926
trip-153679191158631235,IND515401AAB,IND515801AAA,1,2018-09-12 22:38:31.586587,2018-09-13 00:29:31.668551,2018-09-13 01:36:37.525926,52.0,23.0,32.0061,25.8110511639977,training,IND515401AAB,0.001258653241032,0.0011807304785894,1.0,1.0,IND515801AAA,0.0018879798615481,0.0007871536523929,1.0,2.0,14.0,2.340909090909091,22,2,9,1.3915695652173914,0.004606637852072202
trip-153679191158631235,IND515761AAA,IND515004AAA,1,2018-09-12 22:38:31.586587,2018-09-13 04:59:33.129539,2018-09-13 09:31:04.620832,86.0,55.0,59.0571,52.5564585868885,training,IND515761AAA,0.0018879798615481,0.0,2.0,1.0,IND515004AAA,0.0050346129641283,0.0047229219143576,4.0,4.0,14.0,1.7641509433962264,22,2,9,1.0737654545454545,0.008331947150800672
trip-153679191158631235,IND515801AAA,IND515865AAB,1,2018-09-12 22:38:31.586587,2018-09-13 01:36:37.525926,2018-09-13 03:50:16.095727,121.0,87.0,103.3259,75.18452234542173,training,IND515801AAA,0.0018879798615481,0.0007871536523929,1.0,2.0,IND515865AAB,0.001258653241032,0.0,1.0,1.0,13.0,1.5862068965517242,22,2,9,1.1876540229885058,0.0012485885520714965
trip-153679191158631235,IND515865AAB,IND515761AAA,1,2018-09-12 22:38:31.586587,2018-09-13 03:50:16.095727,2018-09-13 04:59:33.129539,55.0,32.0,39.8707,30.72038361175587,training,IND515865AAB,0.001258653241032,0.0,1.0,1.0,IND515761AAA,0.0018879798615481,0.0,2.0,1.0,13.0,1.6666666666666667,22,2,9,1.245959375,0.0
trip-153679191516359072,IND382421AAA,IND382721AAA,0,2018-09-12 22:38:35.163881,2018-09-13 02:09:06.828874,2018-09-13 02:50:25.766579,20.0,15.0,15.5137,12.220513155306252,training,IND382421AAA,0.0018879798615481,0.0,1.0,2.0,IND382721AAA,0.0018879798615481,0.0,2.0,1.0,9.0,1.1764705882352942,22,2,9,1.0342466666666668,0.0
trip-153679191516359072,IND382430AAB,IND380005AAA,0,2018-09-12 22:38:35.163881,2018-09-12 22:38:35.163881,2018-09-13 00:53:57.345499,36.0,22.0,25.952900000000003,21.632608346890105,training,IND382430AAB,0.0176211453744493,0.0449136080124744,16.0,12.0,IND380005AAA,0.0025173064820641,0.0007816158880042,1.0,3.0,23.0,2.1739130434782608,22,2,9,1.1796772727272729,0.09933744326190998
trip-153679191516359072,IND382721AAA,IND382430AAB,0,2018-09-12 22:38:35.163881,2018-09-13 02:50:25.766579,2018-09-13 05:00:23.493911,105.0,38.0,43.0673,37.1816956806646,training,IND382721AAA,0.0018879798615481,0.0,2.0,1.0,IND382430AAB,0.0176211453744493,0.0449136080124744,16.0,12.0,9.0,2.731707317073171,22,2,9,1.13335,0.12269083164383252
trip-153679192749849244,IND147101AAA,IND147105AAA,1,2018-09-12 22:38:47.498716,2018-09-13 02:01:29.246275,2018-09-13 03:04:37.416345,37.0,24.0,27.034,26.01560962458754,training,IND147101AAA,0.0025173064820641,0.0,2.0,2.0,IND147105AAA,0.0025173064820641,0.0,2.0,2.0,6.0,1.391304347826087,22,2,9,1.1264166666666666,0.0
trip-153679192749849244,IND147105AAA,IND160002AAC,1,2018-09-12 22:38:47.498716,2018-09-13 03:04:37.416345,2018-09-13 22:42:19.886726,840.0,85.0,105.6492,82.24381570206653,training,IND147105AAA,0.0025173064820641,0.0,2.0,2.0,IND160002AAC,0.0365009439899307,0.0573637102616025,30.0,28.0,6.0,9.01764705882353,22,2,9,1.2429317647058822,0.517285693123745
trip-153679192749849244,IND160002AAC,IND147101AAA,1,2018-09-12 22:38:47.498716,2018-09-12 22:38:47.498716,2018-09-13 02:01:29.246275,98.0,58.0,72.68730000000001,56.68468863831556,training,IND160002AAC,0.0365009439899307,0.0573637102616025,30.0,28.0,IND147101AAA,0.0025173064820641,0.0,2.0,2.0,7.0,2.23728813559322,22,2,9,1.2532293103448278,0.12833914838189034
trip-153679197530763326,IND121004AAB,IND000000ACB,0,2018-09-12 22:39:35.307915,2018-09-12 22:39:35.307915,2018-09-13 02:35:40.655962,116.0,66.0,78.5656,47.515111279457166,training,IND121004AAB,0.0088105726872246,0.0048637102616025,8.0,6.0,IND000000ACB,0.0560100692259282,0.2341654866435104,41.0,48.0,21.0,1.8615384615384616,22,2,9,1.1903878787878788,0.4449620434695179
trip-153679199948551515,IND507111AAA,IND507117AAB,1,2018-09-12 22:39:59.485739,2018-09-13 08:42:55.177792,2018-09-13 09:39:58.681924,45.0,31.0,36.4709,29.278303910963217,training,IND507111AAA,0.000629326620516,0.0,0.0,1.0,IND507117AAB,0.0018879798615481,0.0036051637279596,2.0,1.0,13.0,1.6774193548387095,22,2,9,1.1764806451612904,0.006047371414641909
trip-153679199948551515,IND507117AAB,IND507303AAA,1,2018-09-12 22:39:59.485739,2018-09-13 09:39:58.681924,2018-09-13 12:58:03.024228,177.0,93.0,123.2892,80.4840015971693,training,IND507117AAB,0.0018879798615481,0.0036051637279596,2.0,1.0,IND507303AAA,0.001258653241032,0.0032115869017632,1.0,1.0,12.0,2.064516129032258,22,2,9,1.3256903225806451,0.014073291622653522
trip-153679199948551515,IND507303AAA,IND507002AAA,1,2018-09-12 22:39:59.485739,2018-09-13 12:58:03.024228,2018-09-13 15:39:50.066265,132.0,55.0,77.77680000000001,71.03887815302734,training,IND507303AAA,0.001258653241032,0.0032115869017632,1.0,1.0,IND507002AAA,0.0062932662051604,0.0059414357682619,4.0,6.0,11.0,2.4,22,2,9,1.4141236363636365,0.02196725440806024
trip-153679207336691238,IND562132AAA,IND560099AAB,0,2018-09-12 22:41:13.367124,2018-09-12 22:41:13.367124,2018-09-13 02:19:23.875919,68.0,53.0,52.3279,39.9493425400105,training,IND562132AAA,0.0446821900566394,0.0993643922630439,36.0,35.0,IND560099AAB,0.0163624921334172,0.0018209487825356,11.0,15.0,100.0,1.6470588235294117,22,2,9,0.9873188679245283,0.16665820878095447
trip-153679209516244065,IND250611AAA,IND247776AAA,1,2018-09-12 22:41:35.162694,2018-09-13 01:50:48.306704,2018-09-13 03:09:00.050481,64.0,34.0,40.4803,37.76385997001628,training,IND250611AAA,0.001258653241032,0.0007847803247977,1.0,1.0,IND247776AAA,0.001258653241032,0.0036020151133501,1.0,1.0,8.0,1.9384615384615385,22,2,9,1.1905970588235295,0.008503634233948043
trip-153679209707399336,IND382430AAB,IND382345AAA,0,2018-09-12 22:41:37.074221,2018-09-12 22:41:37.074221,2018-09-13 00:28:27.400966,30.0,16.0,19.3302,14.65027973912358,training,IND382430AAB,0.0176211453744493,0.0449136080124744,16.0,12.0,IND382345AAA,0.000629326620516,0.0,1.0,0.0,24.0,2.125,22,2,9,1.2081375,0.09544141702650809
trip-153679222806099562,IND302014AAB,IND303301AAB,0,2018-09-12 22:43:48.061274,2018-09-12 22:43:48.061274,2018-09-13 00:18:56.741389,48.0,30.0,38.1746,22.96429091504171,training,IND302014AAB,0.0113278791692888,4.7229219143576825e-05,7.0,11.0,IND303301AAB,0.001258653241032,0.0,1.0,1.0,8.0,1.3125,22,2,9,1.2724866666666665,6.198835012594458e-05
trip-153679222806099562,IND303301AAB,IND303303AAA,0,2018-09-12 22:43:48.061274,2018-09-13 00:18:56.741389,2018-09-13 00:53:07.134461,27.0,20.0,27.9717,26.65042724250656,training,IND303301AAB,0.001258653241032,0.0,1.0,1.0,IND303303AAA,0.0018879798615481,6.297229219143577e-06,2.0,1.0,10.0,1.3555555555555556,22,2,9,1.398585,8.53624405261685e-06
trip-153679222806099562,IND303303AAA,IND322230AAA,0,2018-09-12 22:43:48.061274,2018-09-13 00:53:07.134461,2018-09-13 02:59:17.943923,124.0,80.0,101.0905,72.88632332866727,training,IND303303AAA,0.0018879798615481,6.297229219143577e-06,2.0,1.0,IND322230AAA,0.001258653241032,3.1486146095717885e-06,1.0,1.0,13.0,1.3506493506493509,22,2,9,1.26363125,1.2758022833589588e-05
trip-153679222806099562,IND303503AAA,IND302014AAB,0,2018-09-12 22:43:48.061274,2018-09-13 06:34:06.792676,2018-09-13 08:17:05.124910,95.0,56.0,79.16260000000001,55.20178139450759,training,IND303503AAA,0.001258653241032,0.0,1.0,1.0,IND302014AAB,0.0113278791692888,4.7229219143576825e-05,7.0,11.0,8.0,1.6956521739130437,22,2,9,1.4136178571428573,8.008432811302158e-05
trip-153679222806099562,IND322201AAA,IND303503AAA,0,2018-09-12 22:43:48.061274,2018-09-13 05:27:29.731739,2018-09-13 06:34:06.792676,53.0,30.0,43.107800000000005,39.594755098166736,training,IND322201AAA,0.0018879798615481,0.0,1.0,2.0,IND303503AAA,0.001258653241032,0.0,1.0,1.0,9.0,1.7666666666666666,22,2,9,1.436926666666667,0.0
trip-153679222806099562,IND322230AAA,IND322241AAA,0,2018-09-12 22:43:48.061274,2018-09-13 02:59:17.943923,2018-09-13 04:07:26.001016,67.0,29.0,33.458,29.150760414529817,training,IND322230AAA,0.001258653241032,3.1486146095717885e-06,1.0,1.0,IND322241AAA,0.001258653241032,0.0,1.0,1.0,13.0,1.6071428571428572,22,2,9,1.1537241379310343,5.060273479668946e-06
trip-153679222806099562,IND322241AAA,IND322201AAA,0,2018-09-12 22:43:48.061274,2018-09-13 04:07:26.001016,2018-09-13 05:27:29.731739,60.0,23.0,32.3053,29.051797978251287,training,IND322241AAA,0.001258653241032,0.0,1.0,1.0,IND322201AAA,0.0018879798615481,0.0,1.0,2.0,12.0,2.3260869565217392,22,2,9,1.4045782608695654,0.0
trip-153679226228578361,IND400072AAD,IND421302AAG,0,2018-09-12 22:44:22.286017,2018-09-12 22:44:22.286017,2018-09-13 01:05:08.468052,38.0,21.0,25.4937,19.9255501879326,training,IND400072AAD,0.0025173064820641,0.0011471909178143,3.0,1.0,IND421302AAG,0.0339836375078665,0.0468764225928991,27.0,27.0,63.0,2.761904761904762,22,2,9,1.2139857142857142,0.1326366468391132
trip-153679228982161425,IND332001AAB,IND333042AAA,1,2018-09-12 22:44:49.821886,2018-09-12 22:44:49.821886,2018-09-13 00:32:44.339228,69.0,44.0,41.7292,28.922821409334137,training,IND332001AAB,0.0056639395846444,0.0051010721111856,3.0,6.0,IND333042AAA,0.001258653241032,0.0,1.0,1.0,11.0,1.435897435897436,22,2,9,0.9483909090909091,0.007324616364779323
trip-153679228982161425,IND333042AAA,IND333031AAA,1,2018-09-12 22:44:49.821886,2018-09-13 00:32:44.339228,2018-09-13 02:46:56.406365,120.0,74.0,83.4441,63.304504911353554,training,IND333042AAA,0.001258653241032,0.0,1.0,1.0,IND333031AAA,0.0018879798615481,0.000396725440806,2.0,1.0,8.0,1.619047619047619,22,2,9,1.127622972972973,0.0006423173803525715
trip-153679230930932966,IND411033AAA,IND562132AAA,1,2018-09-12 22:45:09.309588,2018-09-12 22:45:09.309588,2018-09-13 23:21:56.657521,1173.0,615.0,840.9802,731.5518510947549,training,IND411033AAA,0.0258023914411579,0.0357546333340625,22.0,19.0,IND562132AAA,0.0446821900566394,0.0993643922630439,36.0,35.0,10.0,1.7918699186991869,22,2,9,1.3674474796747966,0.2421157174114004
trip-153679236229800686,IND110037AAM,IND421302AAG,1,2018-09-12 22:46:02.298256,2018-09-12 22:46:02.298256,2018-09-14 16:18:25.118919,2060.0,999.0,1368.4367,1114.2527299502874,training,IND110037AAM,0.0258023914411579,0.0430564148833336,19.0,22.0,IND421302AAG,0.0339836375078665,0.0468764225928991,27.0,27.0,13.0,2.0150451354062184,22,2,9,1.3698065065065064,0.18121872666976077
trip-153679241240309006,IND712311AAA,IND834002AAB,1,2018-09-12 22:46:52.403458,2018-09-12 22:46:52.403458,2018-09-13 17:32:14.214559,948.0,286.0,398.483,306.6680054899589,training,IND712311AAA,0.026431718061674,0.0920076046023501,21.0,21.0,IND834002AAB,0.0062932662051604,0.0034687237615449,5.0,5.0,11.0,2.3216783216783217,22,2,9,1.3932972027972028,0.22166532179589607
trip-153679241363854075,IND361001AAA,IND361305AAC,1,2018-09-12 22:46:53.638800,2018-09-13 01:39:29.658710,2018-09-13 03:03:54.029644,65.0,39.0,53.8932,49.20932580308934,training,IND361001AAA,0.000629326620516,0.0,0.0,1.0,IND361305AAC,0.001258653241032,0.0,1.0,1.0,9.0,1.6666666666666667,22,2,9,1.381876923076923,0.0
trip-153679241363854075,IND361305AAC,IND361315AAA,1,2018-09-12 22:46:53.638800,2018-09-13 03:03:54.029644,2018-09-13 04:08:23.911647,59.0,33.0,44.9015,42.34243941077505,training,IND361305AAC,0.001258653241032,0.0,1.0,1.0,IND361315AAA,0.001258653241032,0.0,1.0,1.0,8.0,1.734375,22,2,9,1.360651515151515,0.0
trip-153679241363854075,IND361315AAA,IND361335AAA,1,2018-09-12 22:46:53.638800,2018-09-13 04:08:23.911647,2018-09-13 04:52:44.572944,41.0,28.0,40.5179,33.26488811073275,training,IND361315AAA,0.001258653241032,0.0,1.0,1.0,IND361335AAA,0.001258653241032,0.0,1.0,1.0,9.0,1.5357142857142858,22,2,9,1.447067857142857,0.0
trip-153679244981339281,IND562132AAA,IND560058AAD,0,2018-09-12 22:47:29.813649,2018-09-12 22:47:29.813649,2018-09-13 01:29:46.134534,25.0,20.0,15.4973,10.16936025309131,training,IND562132AAA,0.0446821900566394,0.0993643922630439,36.0,35.0,IND560058AAD,0.0018879798615481,0.0,2.0,1.0,42.0,1.85,22,2,9,0.7748649999999999,0.18382412568663123
trip-153679246317336145,IND421302AAG,IND382430AAB,1,2018-09-12 22:47:43.173618,2018-09-12 22:47:43.173618,2018-09-13 14:05:15.769480,802.0,358.0,493.8037,412.0975551763891,training,IND421302AAG,0.0339836375078665,0.0468764225928991,27.0,27.0,IND382430AAB,0.0176211453744493,0.0449136080124744,16.0,12.0,14.0,2.0684357541899443,22,2,9,1.3793399441340781,0.1898617811823438
trip-153679251279554905,IND788026AAC,IND781018AAB,1,2018-09-12 22:48:32.795784,2018-09-12 22:48:32.795784,2018-09-13 10:34:21.318065,660.0,245.0,337.5508,176.21925654080565,training,IND788026AAC,0.0050346129641283,0.0027550377833753,4.0,4.0,IND781018AAB,0.0182504719949653,0.0504921812343745,15.0,14.0,18.0,2.3841463414634148,22,2,9,1.3777583673469387,0.12694916241426935
trip-153679252371354742,IND743347AAA,IND700053AAA,0,2018-09-12 22:48:43.713908,2018-09-13 02:25:38.190362,2018-09-13 06:55:43.496965,239.0,63.0,82.37,68.27858427389317,training,IND743347AAA,0.001258653241032,0.0,1.0,1.0,IND700053AAA,0.0031466331025802,0.0043954027062263,2.0,3.0,4.0,3.8174603174603177,22,2,9,1.3074603174603174,0.01677927541027659
trip-153679252371354742,IND743513AAA,IND743347AAA,0,2018-09-12 22:48:43.713908,2018-09-13 00:49:45.521134,2018-09-13 02:25:38.190362,70.0,36.0,51.9673,42.389118158619226,training,IND743513AAA,0.001258653241032,0.0003904282115869,1.0,1.0,IND743347AAA,0.001258653241032,0.0,1.0,1.0,8.0,2.013888888888889,22,2,9,1.4435361111111111,0.000786279037223618
trip-153679265648134912,IND487551AAA,IND464668AAA,1,2018-09-12 22:50:56.481564,2018-09-13 03:59:01.976149,2018-09-13 07:13:32.251968,155.0,65.0,78.84989999999999,57.341857577779926,training,IND487551AAA,0.0018879798615481,0.0035516372795969,2.0,1.0,IND464668AAA,0.001258653241032,0.0031770945407136,1.0,1.0,4.0,2.4444444444444446,22,2,9,1.2130753846153846,0.016448011116314557
trip-153679268999279700,IND000000ACT,IND131028AAB,0,2018-09-12 22:51:29.993029,2018-09-12 22:51:29.993029,2018-09-13 01:22:17.441496,78.0,59.0,44.981,36.73459786281118,training,IND000000ACT,0.0018879798615481,0.0,0.0,3.0,IND131028AAB,0.0232850849590937,0.0383429294051793,19.0,18.0,32.0,1.6339285714285714,22,2,9,0.7623898305084746,0.06264960786739117
trip-153679282334219905,IND474003AAA,IND476111AAA,1,2018-09-12 22:53:43.342457,2018-09-12 22:53:43.342457,2018-09-13 02:29:13.826640,210.0,65.0,72.1699,51.869258980577065,training,IND474003AAA,0.0088105726872246,0.0119143576826196,8.0,6.0,IND476111AAA,0.0018879798615481,0.0007816158880042,1.0,2.0,6.0,2.642857142857143,22,2,9,1.1103061538461538,0.033553644436648614
trip-153679285073702768,IND400037AAA,IND400072AAJ,0,2018-09-12 22:54:10.737372,2018-09-13 03:17:59.310038,2018-09-13 04:45:33.044143,30.0,12.0,11.897200000000002,9.156858297020811,training,IND400037AAA,0.001258653241032,0.0,1.0,1.0,IND400072AAJ,0.0018879798615481,0.0003955545991924,2.0,1.0,7.0,3.3846153846153846,22,2,9,0.9914333333333335,0.0013388001818819694
trip-153679309296173520,IND600032AAB,IND600056AAB,0,2018-09-12 22:58:12.962120,2018-09-12 22:58:12.962120,2018-09-13 00:06:56.574564,54.0,33.0,37.4178,31.619031524592742,training,IND600032AAB,0.0044052863436123,4.722921914357683e-06,3.0,4.0,IND600056AAB,0.0226557583385777,0.0373164438416327,18.0,18.0,45.0,1.818181818181818,22,2,9,1.1338727272727274,0.06785666684281282
trip-153679319839921897,IND444005AAB,IND421302AAG,1,2018-09-12 22:59:58.399472,2018-09-13 07:45:05.831125,2018-09-14 00:07:25.672516,917.0,395.0,549.8109000000001,447.878655932298,training,IND444005AAB,0.0037759597230962,0.0051605793450881,3.0,3.0,IND421302AAG,0.0339836375078665,0.0468764225928991,27.0,27.0,14.0,2.313850063532401,22,2,9,1.391926329113924,0.12040582024024736
trip-153679319839921897,IND444602AAA,IND444005AAB,1,2018-09-12 22:59:58.399472,2018-09-13 04:17:35.514318,2018-09-13 07:45:05.831125,146.0,75.0,97.0727,79.60799718221256,training,IND444602AAA,0.000629326620516,0.0,0.0,1.0,IND444005AAB,0.0037759597230962,0.0051605793450881,3.0,3.0,14.0,2.053333333333333,22,2,9,1.2943026666666666,0.010596389588580895
trip-153679320708129674,IND691574AAA,IND695614AAA,0,2018-09-12 23:00:07.081557,2018-09-13 01:39:08.322016,2018-09-13 02:28:05.068771,40.0,20.0,21.9361,13.12949241032383,training,IND691574AAA,0.0018879798615481,0.0,2.0,1.0,IND695614AAA,0.001258653241032,0.0,1.0,1.0,14.0,1.55,23,2,9,1.096805,0.0
trip-153679320708129674,IND695101AAB,IND691574AAA,0,2018-09-12 23:00:07.081557,2018-09-13 00:52:03.022878,2018-09-13 01:39:08.322016,20.0,15.0,14.4378,13.4600411257178,training,IND695101AAB,0.0025173064820641,0.0,2.0,2.0,IND691574AAA,0.0018879798615481,0.0,2.0,1.0,13.0,1.2666666666666666,23,2,9,0.9625199999999999,0.0
trip-153679320708129674,IND695582AAA,IND695101AAB,0,2018-09-12 23:00:07.081557,2018-09-12 23:59:51.225319,2018-09-13 00:52:03.022878,24.0,22.0,19.5127,17.492847776986153,training,IND695582AAA,0.001258653241032,0.0,0.0,2.0,IND695101AAB,0.0025173064820641,0.0,2.0,2.0,12.0,1.1555555555555554,23,2,9,0.8869409090909091,0.0
trip-153679323815349794,IND363001AAA,IND363421AAB,1,2018-09-12 23:00:38.153709,2018-09-13 02:03:48.244003,2018-09-13 03:09:05.962047,38.0,33.0,27.2994,25.079993594826803,training,IND363001AAA,0.001258653241032,0.0,1.0,1.0,IND363421AAB,0.001258653241032,0.0,1.0,1.0,9.0,1.1515151515151516,23,2,9,0.8272545454545455,0.0
trip-153679323815349794,IND363421AAB,IND364710AAA,1,2018-09-12 23:00:38.153709,2018-09-13 03:09:05.962047,2018-09-13 04:47:44.889325,76.0,38.0,54.4647,46.04494868038657,training,IND363421AAB,0.001258653241032,0.0,1.0,1.0,IND364710AAA,0.000629326620516,0.0,1.0,0.0,9.0,1.947368421052632,23,2,9,1.4332815789473685,0.0
trip-153679323815349794,IND363520AAC,IND363001AAA,1,2018-09-12 23:00:38.153709,2018-09-13 00:31:47.211713,2018-09-13 02:03:48.244003,58.0,48.0,57.71,55.051026500832926,training,IND363520AAC,0.000629326620516,0.0,0.0,1.0,IND363001AAA,0.001258653241032,0.0,1.0,1.0,8.0,1.183673469387755,23,2,9,1.2022916666666668,0.0
trip-153679334264109965,IND302014AAB,IND303008AAB,0,2018-09-12 23:02:22.641376,2018-09-12 23:02:22.641376,2018-09-13 01:32:22.091335,116.0,55.0,74.4585,60.22920993015827,training,IND302014AAB,0.0113278791692888,4.7229219143576825e-05,7.0,11.0,IND303008AAB,0.001258653241032,1.5743073047858942e-06,1.0,1.0,5.0,1.8727272727272728,23,2,9,1.353790909090909,9.139569498511564e-05
trip-153679334264109965,IND303008AAB,IND303338AAB,0,2018-09-12 23:02:22.641376,2018-09-13 01:32:22.091335,2018-09-13 02:34:14.481239,46.0,30.0,32.7092,20.34320882352048,training,IND303008AAB,0.001258653241032,1.5743073047858942e-06,1.0,1.0,IND303338AAB,0.0018879798615481,0.0,2.0,1.0,5.0,1.4666666666666666,23,2,9,1.0903066666666668,2.3089840470193116e-06
trip-153679334264109965,IND303338AAB,IND303603AAB,0,2018-09-12 23:02:22.641376,2018-09-13 02:34:14.481239,2018-09-13 03:47:10.701200,54.0,57.0,61.6649,32.99700638843092,training,IND303338AAB,0.0018879798615481,0.0,2.0,1.0,IND303603AAB,0.0025173064820641,1.5743073047858942e-06,2.0,2.0,5.0,0.9473684210526316,23,2,9,1.081840350877193,1.4914490255866367e-06
trip-153679334264109965,IND303603AAB,IND302014AAB,0,2018-09-12 23:02:22.641376,2018-09-13 03:47:10.701200,2018-09-13 09:21:50.289601,309.0,74.0,87.4646,60.02246419301871,training,IND303603AAB,0.0025173064820641,1.5743073047858942e-06,2.0,2.0,IND302014AAB,0.0113278791692888,4.7229219143576825e-05,7.0,11.0,5.0,2.472972972972973,23,2,9,1.181954054054054,0.00012068980189257267
trip-153679344086139316,IND712311AAA,IND700065AAA,0,2018-09-12 23:04:00.861729,2018-09-12 23:04:00.861729,2018-09-13 01:50:45.367973,116.0,23.0,22.11,17.32667790275503,training,IND712311AAA,0.026431718061674,0.0920076046023501,21.0,21.0,IND700065AAA,0.0018879798615481,0.0,2.0,1.0,28.0,3.409090909090909,23,2,9,0.961304347826087,0.3136622884171026
trip-153679388595566052,IND802101AAA,IND802119AAA,1,2018-09-12 23:11:25.955895,2018-09-13 02:18:20.196541,2018-09-13 03:01:37.934504,31.0,14.0,18.9245,16.67916103308572,training,IND802101AAA,0.0018879798615481,0.0007871536523929,1.0,2.0,IND802119AAA,0.001258653241032,0.0,1.0,1.0,10.0,2.5384615384615383,23,2,9,1.3517499999999998,0.0019981592714589
trip-153679388595566052,IND802119AAA,IND802158AAB,1,2018-09-12 23:11:25.955895,2018-09-13 03:01:37.934504,2018-09-13 04:30:16.442532,68.0,42.0,55.1207,28.54161940826558,training,IND802119AAA,0.001258653241032,0.0,1.0,1.0,IND802158AAB,0.0018879798615481,0.0,2.0,1.0,12.0,1.8157894736842104,23,2,9,1.312397619047619,0.0
trip-153679388595566052,IND821115AAB,IND802101AAA,1,2018-09-12 23:11:25.955895,2018-09-12 23:11:25.955895,2018-09-13 02:18:20.196541,156.0,75.0,83.5295,69.82207370921192,training,IND821115AAB,0.0056639395846444,0.0063318639798488,4.0,5.0,IND802101AAA,0.0018879798615481,0.0007871536523929,1.0,2.0,6.0,2.171052631578948,23,2,9,1.1137266666666668,0.015455761964735273
trip-153679392522135456,IND110030AAD,IND000000ACB,0,2018-09-12 23:12:05.221595,2018-09-12 23:12:05.221595,2018-09-13 02:43:17.982796,78.0,47.0,45.6454,39.370490873237664,training,IND110030AAD,0.0018879798615481,0.0,2.0,1.0,IND000000ACB,0.0560100692259282,0.2341654866435104,41.0,48.0,7.0,3.106382978723404,23,2,9,0.9711787234042554,0.7274076819138833
trip-153679405073545297,IND302004AAA,IND302014AAB,0,2018-09-12 23:14:10.735857,2018-09-13 02:27:16.703656,2018-09-13 05:55:13.516438,79.0,15.0,17.6598,11.159598218614986,training,IND302004AAA,0.001258653241032,0.0,1.0,1.0,IND302014AAB,0.0113278791692888,4.7229219143576825e-05,7.0,11.0,8.0,2.7666666666666666,23,2,9,1.1773200000000001,0.0001306675062972292
trip-153679405073545297,IND302014AAB,IND302004AAA,0,2018-09-12 23:14:10.735857,2018-09-12 23:14:10.735857,2018-09-13 02:27:16.703656,61.0,19.0,20.827,11.454882968271962,training,IND302014AAB,0.0113278791692888,4.7229219143576825e-05,7.0,11.0,IND302004AAA,0.001258653241032,0.0,1.0,1.0,20.0,2.242424242424242,23,2,9,1.0961578947368422,0.00010590794595832379
trip-153679416168102152,IND842001AAA,IND848114AAA,1,2018-09-12 23:16:01.681575,2018-09-12 23:16:01.681575,2018-09-13 02:12:39.622653,136.0,48.0,69.109,66.85091270935439,training,IND842001AAA,0.0163624921334172,0.0399275818639798,11.0,15.0,IND848114AAA,0.001258653241032,0.0011613483032289,1.0,1.0,14.0,2.3229166666666665,23,2,9,1.4397708333333332,0.09544616070091187
