trip_uuid,source_center,destination_center,route_type,trip_creation_time,od_start_time,od_end_time,actual_time,osrm_time,osrm_distance,actual_distance_to_destination,data,source_hub,source_degree_centrality,source_betweenness_centrality,source_in_degree,source_out_degree,destination_hub,destination_degree_centrality,destination_betweenness_centrality,destination_in_degree,destination_out_degree,corridor_trip_count,corridor_delay_ratio,trip_hour,trip_dayofweek,trip_month,distance_per_hour,network_risk_score
trip-153736745530422037,IND000000ACK,IND501359AAF,0,2018-09-19 14:30:55.304506,2018-09-19 14:30:55.304506,2018-09-19 17:21:35.329163,97.0,21.0,26.1925,21.268125244152635,training,IND000000ACK,0.000629326620516,0.0,0.0,1.0,IND501359AAF,0.0018879798615481,0.0,3.0,0.0,22.0,3.071428571428572,14,2,9,1.2472619047619047,0.0
trip-153736755253375860,IND712311AAA,IND000000ACB,1,2018-09-19 14:32:32.534009,2018-09-19 14:32:32.534009,2018-09-21 04:12:57.941594,2048.0,1054.0,1434.5421,1300.3273834514953,training,IND712311AAA,0.026431718061674,0.0920076046023501,21.0,21.0,IND000000ACB,0.0560100692259282,0.2341654866435104,41.0,48.0,9.0,1.933649289099526,14,2,9,1.3610456356736242,0.6307043660109529
trip-153736771192740227,IND580028AAA,IND591123AAC,1,2018-09-19 14:35:11.927638,2018-09-19 14:35:11.927638,2018-09-19 23:05:30.546196,182.0,87.0,113.6809,75.63768581786138,training,IND580028AAA,0.0094398993077407,0.01169080604534,8.0,7.0,IND591123AAC,0.001258653241032,0.0011712846347607,1.0,1.0,13.0,1.9655172413793105,14,2,9,1.3066770114942527,0.02528066099192207
trip-153736771192740227,IND582101AAB,IND580028AAA,1,2018-09-19 14:35:11.927638,2018-09-20 05:15:17.908473,2018-09-20 09:38:18.082087,130.0,46.0,62.4581,51.94385157615584,training,IND582101AAB,0.0018879798615481,0.0032084382871536,2.0,1.0,IND580028AAA,0.0094398993077407,0.01169080604534,8.0,7.0,12.0,2.967391304347826,14,2,9,1.3577847826086957,0.04421188807359514
trip-153736771192740227,IND582209AAA,IND582101AAB,1,2018-09-19 14:35:11.927638,2018-09-20 03:50:53.234539,2018-09-20 05:15:17.908473,81.0,38.0,40.8114,32.11407780017109,training,IND582209AAA,0.001258653241032,0.0,1.0,1.0,IND582101AAB,0.0018879798615481,0.0032084382871536,2.0,1.0,11.0,2.108108108108108,14,2,9,1.0739842105263158,0.006763734767512994
trip-153736771192740227,IND587103AAB,IND582209AAA,1,2018-09-19 14:35:11.927638,2018-09-20 00:54:58.652051,2018-09-20 03:50:53.234539,125.0,61.0,66.6511,53.18857169495162,training,IND587103AAB,0.0018879798615481,0.0007847803247977,1.0,2.0,IND582209AAA,0.001258653241032,0.0,1.0,1.0,12.0,1.901639344262295,14,2,9,1.0926409836065574,0.001492369142238249
trip-153736771192740227,IND591123AAC,IND587103AAB,1,2018-09-19 14:35:11.927638,2018-09-19 23:05:30.546196,2018-09-20 00:54:58.652051,87.0,51.0,59.7387,43.8956137822958,training,IND591123AAC,0.001258653241032,0.0011712846347607,1.0,1.0,IND587103AAB,0.0018879798615481,0.0007847803247977,1.0,2.0,13.0,1.6730769230769231,14,2,9,1.1713470588235295,0.0032726471438765544
trip-153736774425928724,IND580028AAA,IND591115AAB,1,2018-09-19 14:35:44.259626,2018-09-19 14:35:44.259626,2018-09-20 00:35:55.866318,82.0,45.0,60.584,52.74546011427317,training,IND580028AAA,0.0094398993077407,0.01169080604534,8.0,7.0,IND591115AAB,0.001258653241032,0.0,1.0,1.0,4.0,1.7701149425287357,14,2,9,1.3463111111111112,0.020694070471061612
trip-153736774425928724,IND590016AAA,IND591302AAB,1,2018-09-19 14:35:44.259626,2018-09-20 01:34:11.318424,2018-09-20 02:53:37.865187,45.0,33.0,37.0471,25.98528507818745,training,IND590016AAA,0.0018879798615481,0.0003935768261964,2.0,1.0,IND591302AAB,0.001258653241032,0.0,1.0,1.0,3.0,1.40625,14,2,9,1.122639393939394,0.0005534674118386875
trip-153736774425928724,IND591115AAB,IND590016AAA,1,2018-09-19 14:35:44.259626,2018-09-20 00:35:55.866318,2018-09-20 01:34:11.318424,55.0,31.0,43.1673,40.19945851579751,training,IND591115AAB,0.001258653241032,0.0,1.0,1.0,IND590016AAA,0.0018879798615481,0.0003935768261964,2.0,1.0,4.0,1.819672131147541,14,2,9,1.3924935483870966,0.0007161807820950885
trip-153736774425928724,IND591302AAB,IND580028AAA,1,2018-09-19 14:35:44.259626,2018-09-20 02:53:37.865187,2018-09-20 09:25:53.268386,144.0,80.0,100.0956,79.13829698065652,training,IND591302AAB,0.001258653241032,0.0,1.0,1.0,IND580028AAA,0.0094398993077407,0.01169080604534,8.0,7.0,5.0,1.851851851851852,14,2,9,1.251195,0.021649640824703706
trip-153736777301843829,IND580002AAA,IND580028AAA,1,2018-09-19 14:36:13.018666,2018-09-20 08:14:52.876457,2018-09-20 12:23:52.193008,191.0,24.0,25.2283,22.4950751931167,training,IND580002AAA,0.0018879798615481,0.0,2.0,1.0,IND580028AAA,0.0094398993077407,0.01169080604534,8.0,7.0,2.0,5.487804878048781,14,2,9,1.0511791666666668,0.06415686244393903
trip-153736777301843829,IND591102AAA,IND591307AAC,1,2018-09-19 14:36:13.018666,2018-09-20 02:57:16.365997,2018-09-20 04:32:00.082623,81.0,42.0,45.8389,38.911526866290096,training,IND591102AAA,0.001258653241032,0.0032210327455919,1.0,1.0,IND591307AAC,0.0018879798615481,0.0032178841309823,1.0,2.0,12.0,2.011904761904762,14,2,9,1.091402380952381,0.012954487525488568
trip-153736780876509841,IND411033AAA,IND413501AAA,1,2018-09-19 14:36:48.765382,2018-09-19 14:36:48.765382,2018-09-20 01:41:23.835950,582.0,212.0,276.3396,246.13760900643604,training,IND411033AAA,0.0258023914411579,0.0357546333340625,22.0,19.0,IND413501AAA,0.0025173064820641,0.0003935768261964,2.0,2.0,1.0,2.7452830188679247,14,2,9,1.303488679245283,0.09923706751542775
trip-153736780876509841,IND413401AAA,IND411033AAA,1,2018-09-19 14:36:48.765382,2018-09-20 03:19:41.035489,2018-09-20 10:19:51.072918,369.0,173.0,236.8658,208.4291072297639,training,IND413401AAA,0.001258653241032,0.0,1.0,1.0,IND411033AAA,0.0258023914411579,0.0357546333340625,22.0,19.0,12.0,2.0428571428571427,14,2,9,1.3691664739884393,0.07304160809672768
trip-153736780876509841,IND413501AAA,IND413401AAA,1,2018-09-19 14:36:48.765382,2018-09-20 01:41:23.835950,2018-09-20 03:19:41.035489,52.0,34.0,37.7746,35.70648645988125,training,IND413501AAA,0.0025173064820641,0.0003935768261964,2.0,2.0,IND413401AAA,0.001258653241032,0.0,1.0,1.0,14.0,1.3857142857142857,14,2,9,1.1110176470588236,0.00054538503058644
trip-153736823076084601,IND400064AAB,IND400072AAD,0,2018-09-19 14:43:50.761197,2018-09-19 14:43:50.761197,2018-09-19 16:27:47.599948,92.0,15.0,14.8299,11.3268760624132,training,IND400064AAB,0.001258653241032,0.0,0.0,2.0,IND400072AAD,0.0025173064820641,0.0011471909178143,3.0,1.0,12.0,3.392857142857143,14,2,9,0.98866,0.003892254899727089
trip-153736823758004652,IND000000ACB,IND110024AAA,0,2018-09-19 14:43:57.580419,2018-09-19 14:43:57.580419,2018-09-19 19:36:02.237718,152.0,67.0,59.6209,48.443756293066805,training,IND000000ACB,0.0560100692259282,0.2341654866435104,41.0,48.0,IND110024AAA,0.0025173064820641,0.0003935768261964,3.0,1.0,6.0,2.075187969924812,14,2,9,0.8898641791044776,0.486754146749166
trip-153736824717232236,IND000000ACA,IND160002AAC,1,2018-09-19 14:44:07.172687,2018-09-19 14:44:07.172687,2018-09-19 20:17:12.927962,135.0,62.0,88.655,87.838336201498,training,IND000000ACA,0.013215859030837,0.0061595762186246,12.0,9.0,IND160002AAC,0.0365009439899307,0.0573637102616025,30.0,28.0,60.0,2.129032258064516,14,2,9,1.4299193548387097,0.13524312605467706
trip-153736839798997660,IND000000ACB,IND110064AAA,0,2018-09-19 14:46:37.990212,2018-09-19 14:46:37.990212,2018-09-19 18:40:14.931088,96.0,60.0,57.5348,46.01253818176615,training,IND000000ACB,0.0560100692259282,0.2341654866435104,41.0,48.0,IND110064AAA,0.0031466331025802,0.0007871536523929,2.0,3.0,38.0,1.6724137931034482,14,2,9,0.9589133333333333,0.3929380363569417
trip-153736852944874361,IND312605AAB,IND313001AAB,1,2018-09-19 14:48:49.449090,2018-09-20 02:13:44.454996,2018-09-20 07:35:04.637655,302.0,136.0,172.9383,121.29242113749284,training,IND312605AAB,0.0025173064820641,0.003992443324937,2.0,2.0,IND313001AAB,0.0056639395846444,0.0113118178001679,4.0,5.0,5.0,2.248175182481752,14,2,9,1.2716051470588234,0.0344066600476811
trip-153736852944874361,IND313001AAB,IND327001AAB,1,2018-09-19 14:48:49.449090,2018-09-19 14:48:49.449090,2018-09-20 00:35:21.110497,496.0,151.0,211.98620000000005,135.18458086421404,training,IND313001AAB,0.0056639395846444,0.0113118178001679,4.0,5.0,IND327001AAB,0.001258653241032,0.0011712846347607,1.0,1.0,4.0,3.377483443708609,14,2,9,1.4038821192052984,0.04216147180008998
trip-153736875631907586,IND562132AAA,IND560099AAB,0,2018-09-19 14:52:36.319430,2018-09-19 14:52:36.319430,2018-09-19 20:12:02.775402,142.0,52.0,50.3254,39.86830973287943,training,IND562132AAA,0.0446821900566394,0.0993643922630439,36.0,35.0,IND560099AAB,0.0163624921334172,0.0018209487825356,11.0,15.0,100.0,1.6470588235294117,14,2,9,0.9677961538461539,0.16665820878095447
trip-153736901647753698,IND382430AAB,IND395023AAA,1,2018-09-19 14:56:56.478000,2018-09-19 14:56:56.478000,2018-09-20 05:01:16.523024,350.0,200.0,271.8823,203.56371462808028,training,IND382430AAB,0.0176211453744493,0.0449136080124744,16.0,12.0,IND395023AAA,0.0094398993077407,0.0122983989985582,7.0,8.0,25.0,1.82843137254902,14,2,9,1.3594115,0.1046082285054665
trip-153736901647753698,IND395023AAA,IND411033AAA,1,2018-09-19 14:56:56.478000,2018-09-20 05:01:16.523024,2018-09-20 21:36:57.713170,871.0,292.0,395.1277,290.1512329449043,training,IND395023AAA,0.0094398993077407,0.0122983989985582,7.0,8.0,IND411033AAA,0.0258023914411579,0.0357546333340625,22.0,19.0,6.0,2.79553264604811,14,2,9,1.3531770547945206,0.13433382062744653
trip-153736902248319826,IND160102AAC,IND160002AAC,0,2018-09-19 14:57:02.483538,2018-09-19 14:57:02.483538,2018-09-19 17:30:46.365971,128.0,34.0,42.3993,31.715114611325014,training,IND160102AAC,0.001258653241032,0.0,1.0,1.0,IND160002AAC,0.0365009439899307,0.0573637102616025,30.0,28.0,24.0,1.9852941176470589,14,2,9,1.2470382352941176,0.11388383654876967
trip-153736915302771288,IND000000ACK,IND501359AAF,0,2018-09-19 14:59:13.028144,2018-09-19 14:59:13.028144,2018-09-19 16:50:50.713427,65.0,21.0,25.7875,21.26562082367806,training,IND000000ACK,0.000629326620516,0.0,0.0,1.0,IND501359AAF,0.0018879798615481,0.0,3.0,0.0,22.0,3.071428571428572,14,2,9,1.2279761904761906,0.0
trip-153736938696938988,IND000000ACB,IND110030AAD,0,2018-09-19 15:03:06.969681,2018-09-19 15:03:06.969681,2018-09-19 18:13:40.969037,69.0,51.0,50.8324,38.48349331025198,training,IND000000ACB,0.0560100692259282,0.2341654866435104,41.0,48.0,IND110030AAD,0.0018879798615481,0.0,2.0,1.0,22.0,1.7,15,2,9,0.9967137254901961,0.39808132729396767
trip-153736945891083276,IND421302AAG,IND400072AAJ,0,2018-09-19 15:04:18.911065,2018-09-19 15:04:18.911065,2018-09-19 17:58:59.881697,98.0,23.0,27.4716,21.423329149123,training,IND421302AAG,0.0339836375078665,0.0468764225928991,27.0,27.0,IND400072AAJ,0.0018879798615481,0.0003955545991924,2.0,1.0,21.0,2.590909090909091,15,2,9,1.1944173913043479,0.12247739545223707
trip-153736960059646362,IND560083AAB,IND562132AAA,0,2018-09-19 15:06:40.596714,2018-09-19 15:06:40.596714,2018-09-19 18:47:11.556100,94.0,44.0,41.9305,32.43535390176211,training,IND560083AAB,0.0025173064820641,0.0,2.0,2.0,IND562132AAA,0.0446821900566394,0.0993643922630439,36.0,35.0,24.0,1.681818181818182,15,2,9,0.9529659090909092,0.16711284153330114
trip-153736978544537679,IND421302AAG,IND422011AAD,1,2018-09-19 15:09:45.445646,2018-09-19 15:09:45.445646,2018-09-19 22:56:55.413106,170.0,99.0,137.5732,116.24160766449891,training,IND421302AAG,0.0339836375078665,0.0468764225928991,27.0,27.0,IND422011AAD,0.0031466331025802,0.0023614609571788,2.0,3.0,14.0,1.7333333333333334,15,2,9,1.3896282828282829,0.08534566482013502
trip-153736978544537679,IND422011AAD,IND421302AAG,1,2018-09-19 15:09:45.445646,2018-09-19 22:56:55.413106,2018-09-20 16:22:21.213904,841.0,98.0,137.0499,116.42820248613803,training,IND422011AAD,0.0031466331025802,0.0023614609571788,2.0,3.0,IND421302AAG,0.0339836375078665,0.0468764225928991,27.0,27.0,14.0,1.927835051546392,15,2,9,1.398468367346939,0.09492251777179966
trip-153736995280434124,IND600008AAA,IND600044AAC,0,2018-09-19 15:12:32.804650,2018-09-19 15:12:32.804650,2018-09-19 17:14:26.368417,85.0,37.0,44.5581,37.54349805597364,training,IND600008AAA,0.000629326620516,0.0,0.0,1.0,IND600044AAC,0.0018879798615481,0.0,3.0,0.0,11.0,2.216216216216216,15,2,9,1.204272972972973,0.0
trip-153737005868506625,IND421302AAG,IND400102AAB,0,2018-09-19 15:14:18.685403,2018-09-19 15:14:18.685403,2018-09-19 18:31:12.855782,125.0,28.0,33.1394,22.78350762371404,training,IND421302AAG,0.0339836375078665,0.0468764225928991,27.0,27.0,IND400102AAB,0.001258653241032,0.0,1.0,1.0,22.0,2.3035714285714284,15,2,9,1.18355,0.10798318775864256
trip-153737022005512071,IND400064AAB,IND400072AAD,0,2018-09-19 15:17:00.055413,2018-09-19 15:17:00.055413,2018-09-19 16:45:02.053321,51.0,14.0,13.7907,9.572823355882578,training,IND400064AAB,0.001258653241032,0.0,0.0,2.0,IND400072AAD,0.0025173064820641,0.0011471909178143,3.0,1.0,12.0,3.392857142857143,15,2,9,0.98505,0.003892254899727089
trip-153737025891256705,IND522647AAA,IND523201AAA,1,2018-09-19 15:17:38.912786,2018-09-20 03:22:16.961391,2018-09-20 05:33:37.034564,94.0,50.0,59.6246,36.064757681949175,training,IND522647AAA,0.001258653241032,0.0003923901623988,1.0,1.0,IND523201AAA,0.001258653241032,0.0032115869017632,1.0,1.0,13.0,1.58,15,2,9,1.192492,0.00569428376137596
trip-153737025891256705,IND523002AAA,IND523316AAB,1,2018-09-19 15:17:38.912786,2018-09-19 15:17:38.912786,2018-09-20 01:32:37.395777,178.0,80.0,93.528,85.67336456218915,training,IND523002AAA,0.0050346129641283,0.0095796599496221,3.0,5.0,IND523316AAB,0.0018879798615481,0.0007808564231738,2.0,1.0,1.0,2.225,15,2,9,1.1691,0.02305214892947088
trip-153737025891256705,IND523316AAB,IND522647AAA,1,2018-09-19 15:17:38.912786,2018-09-20 01:32:37.395777,2018-09-20 03:22:16.961391,95.0,55.0,78.1065,61.85427584984243,training,IND523316AAB,0.0018879798615481,0.0007808564231738,2.0,1.0,IND522647AAA,0.001258653241032,0.0003923901623988,1.0,1.0,7.0,1.6545454545454543,15,2,9,1.4201181818181818,0.0019411898052201196
trip-153737026409991554,IND523002AAA,IND523105AAA,1,2018-09-19 15:17:44.100169,2018-09-19 15:17:44.100169,2018-09-20 01:17:44.855207,201.0,42.0,54.0026,44.02068317496467,training,IND523002AAA,0.0050346129641283,0.0095796599496221,3.0,5.0,IND523105AAA,0.0018879798615481,0.0003904282115869,2.0,1.0,1.0,4.785714285714286,15,2,9,1.2857761904761904,0.04771399334292879
trip-153737026409991554,IND523105AAA,IND524201AAA,1,2018-09-19 15:17:44.100169,2018-09-20 01:17:44.855207,2018-09-20 02:17:20.160495,56.0,42.0,55.0004,36.96521464136484,training,IND523105AAA,0.0018879798615481,0.0003904282115869,2.0,1.0,IND524201AAA,0.001258653241032,0.0,1.0,1.0,12.0,1.2470588235294118,15,2,9,1.3095333333333332,0.0004868869462142517
trip-153737026409991554,IND524201AAA,IND523002AAA,1,2018-09-19 15:17:44.100169,2018-09-20 02:17:20.160495,2018-09-20 09:28:53.645884,72.0,72.0,91.4459,68.03575225261834,training,IND524201AAA,0.001258653241032,0.0,1.0,1.0,IND523002AAA,0.0050346129641283,0.0095796599496221,3.0,5.0,12.0,1.1407407407407408,15,2,9,1.2700819444444444,0.010927908386976323
trip-153737041029222367,IND560099AAB,IND560300AAA,0,2018-09-19 15:20:10.292477,2018-09-19 15:20:10.292477,2018-09-19 18:22:34.848139,92.0,55.0,51.094,41.4970070943144,training,IND560099AAB,0.0163624921334172,0.0018209487825356,11.0,15.0,IND560300AAA,0.0100692259282567,0.005933564231738,4.0,12.0,81.0,1.896551724137931,15,2,9,0.9289818181818182,0.01470683502707062
trip-153737080787961827,IND400011AAA,IND400072AAD,0,2018-09-19 15:26:47.879845,2018-09-19 15:26:47.879845,2018-09-19 17:03:00.683032,55.0,17.0,18.8871,16.45497231453002,training,IND400011AAA,0.0025173064820641,0.0003904282115869,2.0,2.0,IND400072AAD,0.0025173064820641,0.0011471909178143,3.0,1.0,34.0,2.861111111111111,15,2,9,1.1110058823529412,0.004399299175786766
trip-153737092425475223,IND302014AAA,IND301001AAB,1,2018-09-19 15:28:44.254993,2018-09-19 15:28:44.254993,2018-09-19 21:16:41.692072,263.0,116.0,148.2931,114.59051884786317,training,IND302014AAA,0.0106985525487728,0.0430395456881325,10.0,7.0,IND301001AAB,0.0044052863436123,0.0015695606495955,4.0,3.0,14.0,1.829059829059829,15,2,9,1.2783887931034483,0.08159272441259652
trip-153737092425475223,IND303002AAA,IND302014AAA,1,2018-09-19 15:28:44.254993,2018-09-20 04:56:37.205744,2018-09-20 06:05:01.150024,61.0,36.0,48.9241,40.41677773403188,training,IND303002AAA,0.001258653241032,0.0,1.0,1.0,IND302014AAA,0.0106985525487728,0.0430395456881325,10.0,7.0,7.0,1.7428571428571429,15,2,9,1.3590027777777778,0.07501177962788808
trip-153737092425475223,IND303106AAA,IND303002AAA,1,2018-09-19 15:28:44.254993,2018-09-20 04:04:04.858654,2018-09-20 04:56:37.205744,25.0,19.0,26.099,22.42200649220883,training,IND303106AAA,0.0018879798615481,0.0032210327455919,1.0,2.0,IND303002AAA,0.001258653241032,0.0,1.0,1.0,6.0,1.5,15,2,9,1.3736315789473685,0.00483154911838785
trip-153737134457166321,IND560099AAB,IND560043AAC,0,2018-09-19 15:35:44.571922,2018-09-19 15:35:44.571922,2018-09-19 18:00:58.558634,50.0,31.0,27.8155,21.80909552838948,training,IND560099AAB,0.0163624921334172,0.0018209487825356,11.0,15.0,IND560043AAC,0.0044052863436123,0.0003935768261964,4.0,3.0,24.0,1.6333333333333333,15,2,9,0.8972741935483871,0.0036170584942622664
trip-153737138234310788,IND560099AAB,IND560078AAC,0,2018-09-19 15:36:22.343387,2018-09-19 15:36:22.343387,2018-09-19 17:50:31.566922,39.0,22.0,20.4267,14.727430797518876,training,IND560099AAB,0.0163624921334172,0.0018209487825356,11.0,15.0,IND560078AAC,0.0031466331025802,0.0,3.0,2.0,21.0,1.818181818181818,15,2,9,0.9284863636363636,0.003310815968246545
trip-153737140896081396,IND131028AAB,IND000000ACB,0,2018-09-19 15:36:48.961098,2018-09-19 15:36:48.961098,2018-09-19 20:44:36.803216,172.0,97.0,109.2579,73.40033348496866,training,IND131028AAB,0.0232850849590937,0.0383429294051793,19.0,18.0,IND000000ACB,0.0560100692259282,0.2341654866435104,41.0,48.0,74.0,1.9793814432989687,15,2,9,1.1263701030927835,0.5393981018695713
trip-153737153259746656,IND400705AAA,IND421302AAH,0,2018-09-19 15:38:52.597818,2018-09-19 15:38:52.597818,2018-09-19 20:04:21.479949,231.0,27.0,29.0974,19.93140412247801,training,IND400705AAA,0.000629326620516,0.0,0.0,1.0,IND421302AAH,0.001258653241032,0.0,2.0,0.0,10.0,3.576923076923077,15,2,9,1.0776814814814815,0.0
trip-153737155122615793,IND560099AAB,IND560058AAB,0,2018-09-19 15:39:11.226429,2018-09-19 15:39:11.226429,2018-09-19 19:08:33.403600,110.0,38.0,36.057300000000005,28.102772787383422,training,IND560099AAB,0.0163624921334172,0.0018209487825356,11.0,15.0,IND560058AAB,0.0037759597230962,1.049538203190596e-06,3.0,3.0,29.0,1.6578947368421053,15,2,9,0.9488763157894738,0.003020681426487995
trip-153737172708015292,IND122004AAA,IND122413AAE,0,2018-09-19 15:42:07.080435,2018-09-19 15:42:07.080435,2018-09-19 17:37:34.963766,83.0,37.0,37.7097,29.958901617743425,training,IND122004AAA,0.001258653241032,0.0,0.0,2.0,IND122413AAE,0.000629326620516,0.0,1.0,0.0,32.0,1.8,15,2,9,1.019181081081081,0.0
trip-153737186469193919,IND144001AAC,IND160002AAC,0,2018-09-19 15:44:24.692185,2018-09-19 15:44:24.692185,2018-09-19 22:32:04.479842,324.0,116.0,162.62679999999995,148.57508007619523,training,IND144001AAC,0.001258653241032,0.0,0.0,2.0,IND160002AAC,0.0365009439899307,0.0573637102616025,30.0,28.0,12.0,2.524017467248908,15,2,9,1.4019551724137926,0.14478700668649014
trip-153737187712699334,IND600016AAB,IND600044AAC,0,2018-09-19 15:44:37.127387,2018-09-19 15:44:37.127387,2018-09-19 17:30:17.055420,67.0,33.0,36.8057,31.72626974793646,training,IND600016AAB,0.000629326620516,0.0,0.0,1.0,IND600044AAC,0.0018879798615481,0.0,3.0,0.0,18.0,2.060606060606061,15,2,9,1.1153242424242424,0.0
trip-153737222015458692,IND302014AAA,IND000000ACB,1,2018-09-19 15:50:20.154871,2018-09-19 15:50:20.154871,2018-09-20 00:35:15.235917,340.0,165.0,222.4087,195.8795983804968,training,IND302014AAA,0.0106985525487728,0.0430395456881325,10.0,7.0,IND000000ACB,0.0560100692259282,0.2341654866435104,41.0,48.0,13.0,1.981818181818182,15,2,9,1.3479315151515152,0.5493699731663468
trip-153737222295183877,IND000000ADV,IND600044AAC,0,2018-09-19 15:50:22.952158,2018-09-19 15:50:22.952158,2018-09-19 17:55:43.420711,76.0,37.0,47.0995,34.00598506634126,training,IND000000ADV,0.000629326620516,0.0,0.0,1.0,IND600044AAC,0.0018879798615481,0.0,3.0,0.0,11.0,2.054054054054054,15,2,9,1.2729594594594595,0.0
trip-153737229808478878,IND131028AAB,IND251001AAA,1,2018-09-19 15:51:38.085066,2018-09-19 15:51:38.085066,2018-09-19 21:58:52.976406,191.0,97.0,119.921,88.13809164981966,training,IND131028AAB,0.0232850849590937,0.0383429294051793,19.0,18.0,IND251001AAA,0.001258653241032,0.0007871536523929,1.0,1.0,10.0,1.9105263157894736,15,2,9,1.236298969072165,0.07475905342051951
trip-153737229808478878,IND247554AAA,IND248001AAA,1,2018-09-19 15:51:38.085066,2018-09-19 23:16:12.796822,2018-09-20 02:52:30.134502,154.0,129.0,91.7789,71.07998391881031,training,IND247554AAA,0.0018879798615481,0.0003935768261964,1.0,2.0,IND248001AAA,0.0018879798615481,0.0,2.0,1.0,9.0,1.193798449612403,15,2,9,0.7114643410852712,0.00046985140491663253
trip-153737229808478878,IND248001AAD,IND131028AAB,1,2018-09-19 15:51:38.085066,2018-09-20 16:52:41.862686,2018-09-21 00:11:19.272628,428.0,213.0,245.8124,177.61206654736202,training,IND248001AAD,0.0018879798615481,0.0,2.0,1.0,IND131028AAB,0.0232850849590937,0.0383429294051793,19.0,18.0,9.0,2.1179245283018866,15,2,9,1.1540488262910797,0.0812074306741769
trip-153737229808478878,IND251001AAA,IND247554AAA,1,2018-09-19 15:51:38.085066,2018-09-19 21:58:52.976406,2018-09-19 23:16:12.796822,42.0,25.0,27.3483,25.04909236453968,training,IND251001AAA,0.001258653241032,0.0007871536523929,1.0,1.0,IND247554AAA,0.0018879798615481,0.0003935768261964,1.0,2.0,10.0,1.9166666666666667,15,2,9,1.093932,0.0022630667506294915
trip-153737239822862038,IND401104AAB,IND421302AAG,0,2018-09-19 15:53:18.228855,2018-09-19 18:42:46.470735,2018-09-19 21:09:06.560907,40.0,21.0,26.236,16.61452704467626,training,IND401104AAB,0.0018879798615481,0.0,1.0,2.0,IND421302AAG,0.0339836375078665,0.0468764225928991,27.0,27.0,16.0,2.9,15,2,9,1.2493333333333334,0.1359416255194074
trip-153737239822862038,IND421302AAG,IND401104AAA,0,2018-09-19 15:53:18.228855,2018-09-19 15:53:18.228855,2018-09-19 18:29:47.724330,63.0,23.0,27.8559,16.433859072232075,training,IND421302AAG,0.0339836375078665,0.0468764225928991,27.0,27.0,IND401104AAA,0.0050346129641283,0.0007871536523929,4.0,4.0,51.0,2.56,15,2,9,1.2111260869565217,0.12201875518794753
trip-153737244915983775,IND500010AAB,IND501359AAE,0,2018-09-19 15:54:09.160085,2018-09-19 15:54:09.160085,2018-09-19 19:15:44.315535,110.0,37.0,45.0335,34.388729956201395,training,IND500010AAB,0.001258653241032,0.0,1.0,1.0,IND501359AAE,0.0358716173694147,0.0674787407242187,30.0,27.0,23.0,3.583333333333333,15,2,9,1.2171216216216216,0.24179882092845031
trip-153737291285007958,IND110044AAB,IND000000ACB,0,2018-09-19 16:01:52.850362,2018-09-19 16:01:52.850362,2018-09-19 19:39:22.150782,83.0,60.0,64.8574,49.00480055970334,training,IND110044AAB,0.0050346129641283,0.0,2.0,6.0,IND000000ACB,0.0560100692259282,0.2341654866435104,41.0,48.0,59.0,1.7049180327868851,16,2,9,1.0809566666666666,0.39923296083483734
trip-153737298924495700,IND560300AAA,IND562132AAA,0,2018-09-19 16:03:09.245253,2018-09-19 16:03:09.245253,2018-09-19 19:52:59.420171,66.0,51.0,42.5417,28.15564703412129,training,IND560300AAA,0.0100692259282567,0.005933564231738,4.0,12.0,IND562132AAA,0.0446821900566394,0.0993643922630439,36.0,35.0,73.0,1.7843137254901962,16,2,9,0.8341509803921568,0.1878845890397089
trip-153737339736677652,IND390022AAA,IND382430AAB,1,2018-09-19 16:09:57.367066,2018-09-19 23:17:51.815546,2018-09-20 02:16:05.954379,110.0,70.0,97.8743,88.31413263559345,training,IND390022AAA,0.0056639395846444,0.0016871326616288,5.0,4.0,IND382430AAB,0.0176211453744493,0.0449136080124744,16.0,12.0,8.0,1.5857142857142856,16,2,9,1.3982042857142858,0.0738954602117922
trip-153737339736677652,IND395023AAA,IND390022AAA,1,2018-09-19 16:09:57.367066,2018-09-19 16:09:57.367066,2018-09-19 23:17:51.815546,229.0,124.0,170.2491,144.4743760833131,training,IND395023AAA,0.0094398993077407,0.0122983989985582,7.0,8.0,IND390022AAA,0.0056639395846444,0.0016871326616288,5.0,4.0,8.0,1.7428571428571429,16,2,9,1.3729766129032257,0.02437478375061163
trip-153737361062719211,IND201007AAB,IND110044AAB,0,2018-09-19 16:13:30.627447,2018-09-19 16:13:30.627447,2018-09-19 19:40:07.450213,68.0,36.0,31.4066,21.42555063512687,training,IND201007AAB,0.0025173064820641,0.0001425947583063,1.0,3.0,IND110044AAB,0.0050346129641283,0.0,2.0,6.0,10.0,1.611940298507463,16,2,9,0.8724055555555555,0.00022985423726985677
trip-153737377203639402,IND411033AAA,IND421302AAG,1,2018-09-19 16:16:12.036631,2018-09-19 16:16:12.036631,2018-09-19 19:52:58.334068,178.0,95.0,122.857,100.96528565987585,training,IND411033AAA,0.0258023914411579,0.0357546333340625,22.0,19.0,IND421302AAG,0.0339836375078665,0.0468764225928991,27.0,27.0,92.0,2.0297029702970297,16,2,9,1.2932315789473685,0.16771649965373395
