source_center,destination_center,trip_count,actual_time,osrm_time,delay_ratio
IND768216AAA,IND770001AAA,2,74.0,34.5,2.1449275362318843
IND770001AAA,IND770017AAB,3,92.0,62.0,1.4838709677419355
IND781001AAA,IND781018AAB,4,106.5,37.0,2.8783783783783785
IND781003AAA,IND781018AAB,3,115.0,37.0,3.108108108108108
IND781005AAA,IND781018AAB,6,50.5,36.0,1.4027777777777777
IND781014AAA,IND781102AAA,3,41.0,18.0,2.2777777777777777
IND781014AAA,IND781124AAA,5,46.0,23.0,2.0
IND781018AAA,IND781018AAB,2,37.0,35.0,1.0571428571428572
IND781018AAB,IND110037AAM,12,3370.5,1323.0,2.5476190476190474
IND781018AAB,IND712311AAA,3,1955.0,689.0,2.8374455732946298
IND781018AAB,IND781003AAA,1,157.0,45.0,3.488888888888889
IND781018AAB,IND781005AAA,5,74.0,44.0,1.6818181818181819
IND781018AAB,IND781022AAA,7,42.0,40.0,1.05
IND781018AAB,IND781354AAA,8,92.0,54.0,1.7037037037037037
IND781018AAB,IND784001AAA,4,299.5,138.5,2.1624548736462095
IND781018AAB,IND784125AAA,4,111.5,65.0,1.7153846153846153
IND781018AAB,IND784168AAB,1,511.0,224.0,2.28125
IND781018AAB,IND785001AAA,2,538.0,242.5,2.218556701030928
IND781018AAB,IND785612AAB,2,497.0,196.5,2.5292620865139948
IND781018AAB,IND785621AAA,1,449.0,231.0,1.9437229437229437
IND781018AAB,IND788026AAC,12,679.0,249.0,2.7269076305220885
IND781018AAB,IND793001AAA,10,201.0,99.5,2.020100502512563
IND781022AAA,IND781018AAB,10,39.0,34.0,1.1470588235294117
IND781102AAA,IND781018AAB,2,154.5,35.0,4.414285714285715
IND781124AAA,IND781018AAB,3,146.0,31.0,4.709677419354839
IND781335AAA,IND000000AET,4,91.0,51.0,1.7843137254901962
IND781354AAA,IND781335AAA,2,47.0,15.0,3.1333333333333333
IND783129AAA,IND794101AAA,1,208.0,103.0,2.0194174757281553
IND783301AAA,IND783348AAA,11,63.0,33.0,1.9090909090909092
IND783348AAA,IND783129AAA,10,167.0,89.0,1.8764044943820224
IND783370AAB,IND783301AAA,2,100.0,47.0,2.127659574468085
IND783370AAC,IND783301AAA,8,127.5,48.0,2.65625
IND784001AAA,IND784101AAA,1,114.0,16.0,7.125
IND784001AAA,IND784168AAB,1,191.0,93.0,2.053763440860215
IND784001AAA,IND790114AAA,1,146.0,51.0,2.8627450980392157
IND784001AAA,IND791111AAC,3,285.0,119.0,2.3949579831932772
IND784101AAA,IND790114AAA,1,41.0,32.0,1.28125
IND784110AAA,IND781018AAB,1,375.0,135.0,2.7777777777777777
IND784110AAA,IND784001AAA,2,71.5,25.0,2.86
IND784125AAA,IND784110AAA,3,124.0,49.0,2.5306122448979593
IND784168AAB,IND784176AAA,6,105.0,41.0,2.5609756097560976
IND784168AAB,IND791111AAC,2,86.0,25.0,3.44
IND784176AAA,IND781018AAB,4,422.0,180.0,2.3444444444444446
IND785001AAA,IND785112AAC,2,44.0,19.0,2.3157894736842106
IND785001AAA,IND785682AAA,11,85.0,46.0,1.8478260869565217
IND785001AAA,IND798601AAA,1,306.0,74.0,4.135135135135135
IND785112AAC,IND785001AAA,2,292.0,19.5,14.974358974358974
IND785112AAC,IND785634AAA,2,95.5,29.5,3.23728813559322
IND785612AAB,IND781018AAB,1,356.0,166.0,2.144578313253012
IND785612AAB,IND785621AAA,1,61.0,36.0,1.6944444444444444
IND785621AAA,IND785001AAA,3,70.0,44.0,1.5909090909090908
IND785634AAA,IND785001AAA,3,468.0,16.0,29.25
IND785675AAA,IND785612AAB,1,265.0,121.0,2.190082644628099
IND785682AAA,IND785690AAB,1,148.0,34.0,4.352941176470588
IND785682AAA,IND786001AAB,10,135.5,63.0,2.1507936507936507
IND785690AAB,IND785682AAA,10,147.0,33.0,4.454545454545454
IND786001AAB,IND785675AAA,3,90.0,28.0,3.2142857142857144
IND786001AAB,IND786125AAA,1,66.0,29.0,2.2758620689655173
IND786001AAB,IND786171AAA,8,156.0,53.0,2.943396226415094
IND786001AAB,IND786184AAA,7,29.0,13.0,2.230769230769231
IND786001AAB,IND786602AAA,10,54.0,35.0,1.542857142857143
IND786125AAA,IND786190AAA,5,49.0,15.0,3.2666666666666666
IND786171AAA,IND786181AAC,6,22.0,8.5,2.588235294117647
IND786181AAC,IND786001AAB,8,177.5,60.0,2.9583333333333335
IND786181AAC,IND792120AAB,7,162.0,33.0,4.909090909090909
IND786181AAC,IND792121AAB,7,88.0,29.0,3.0344827586206895
IND786184AAA,IND786125AAA,4,41.5,14.5,2.8620689655172415
IND786184AAA,IND786190AAA,1,52.0,26.0,2.0
IND786190AAA,IND786001AAB,1,103.0,42.0,2.4523809523809526
IND786190AAA,IND792103AAB,6,87.0,37.0,2.3513513513513513
IND787001AAA,IND787057AAA,8,132.5,47.0,2.8191489361702127
IND787057AAA,IND787059AAB,10,53.0,24.5,2.163265306122449
IND787059AAB,IND791102AAA,1,193.0,71.0,2.7183098591549295
IND788026AAC,IND781018AAB,18,586.5,246.0,2.3841463414634148
IND788026AAC,IND788121AAA,2,84.5,21.0,4.023809523809524
IND788026AAC,IND788151AAA,13,56.0,22.0,2.5454545454545454
IND788026AAC,IND799250AAA,1,336.0,80.0,4.2
IND788121AAA,IND796081AAA,3,182.0,50.0,3.64
IND788151AAA,IND788713AAA,12,86.0,32.5,2.646153846153846
IND788151AAA,IND788806AAA,1,47.0,18.0,2.611111111111111
IND788713AAA,IND788026AAC,1,361.0,30.0,12.033333333333333
IND788713AAA,IND788806AAA,10,38.0,13.0,2.923076923076923
IND788806AAA,IND788026AAC,9,63.0,16.0,3.9375
IND788806AAA,IND788713AAA,1,55.0,13.0,4.230769230769231
IND790001AAB,IND784001AAA,1,846.0,120.0,7.05
IND791102AAA,IND784168AAB,1,570.0,202.0,2.8217821782178216
IND791109AAA,IND787001AAA,1,118.0,33.0,3.5757575757575757
IND791110AAA,IND787001AAA,1,120.0,34.0,3.5294117647058822
IND791125AAB,IND791102AAA,4,157.0,80.5,1.950310559006211
IND792001AAA,IND786001AAB,1,279.0,117.0,2.3846153846153846
IND792001AAA,IND792110AAA,1,71.0,43.0,1.6511627906976745
IND792103AAB,IND792001AAA,5,64.0,93.0,0.6881720430107527
IND792110AAA,IND786001AAB,2,253.5,101.0,2.50990099009901
IND792120AAB,IND786181AAC,2,94.0,31.5,2.984126984126984
IND792121AAB,IND786181AAC,7,120.0,29.0,4.137931034482759
IND792130AAB,IND786001AAB,9,241.0,84.0,2.869047619047619
IND793001AAA,IND781018AAB,1,438.0,131.0,3.3435114503816794
IND793001AAA,IND793150AAA,2,105.5,45.5,2.318681318681319
IND793150AAA,IND781018AAB,1,268.0,139.0,1.9280575539568345
IND794101AAA,IND781018AAB,9,383.0,159.0,2.408805031446541
IND796009AAA,IND796321AAB,4,648.5,131.0,4.950381679389313
IND796081AAA,IND788026AAC,1,190.0,72.0,2.638888888888889
IND796321AAB,IND796009AAA,3,525.0,131.0,4.00763358778626
IND798601AAA,IND785001AAA,4,294.0,76.5,3.843137254901961
IND799250AAA,IND799008AAA,1,338.0,124.0,2.725806451612903
IND801103AAA,IND802301AAA,11,42.0,16.0,2.625
IND802101AAA,IND802119AAA,10,33.0,13.0,2.5384615384615383
IND802101AAA,IND802158AAB,1,138.0,50.0,2.76
IND802119AAA,IND802158AAB,12,69.0,38.0,1.8157894736842106
IND802158AAB,IND821115AAB,7,171.0,71.0,2.408450704225352
IND802212AAA,IND821115AAB,5,997.0,42.0,23.738095238095237
IND802213AAB,IND802212AAA,5,59.0,17.0,3.4705882352941178
IND802301AAA,IND804401AAA,10,122.5,67.0,1.828358208955224
IND803101AAA,IND805110AAD,9,52.0,23.0,2.260869565217391
IND803116AAA,IND803108AAB,13,78.0,33.0,2.3636363636363638
IND803213AAA,IND803212AAB,2,149.0,47.5,3.136842105263158
IND803213AAA,IND811105AAA,3,83.0,46.0,1.8043478260869565
IND804420AAA,IND803101AAA,11,108.0,39.0,2.769230769230769
IND804452AAA,IND804420AAA,6,34.0,11.5,2.9565217391304346
IND805110AAD,IND803116AAA,9,49.0,21.0,2.3333333333333335
IND811105AAA,IND803212AAB,2,131.5,48.5,2.711340206185567
IND811399AAA,IND110044AAB,29,53.0,16.0,3.3125
IND811399AAA,IND209304AAA,6,525.0,323.5,1.6228748068006182
IND812002AAA,IND813203AAA,12,103.0,24.0,4.291666666666667
IND813102AAA,IND812002AAA,12,86.0,40.0,2.15
IND813102AAA,IND813203AAA,1,232.0,62.0,3.7419354838709675
IND814101AAB,IND816107AAA,7,128.0,87.0,1.471264367816092
IND814112AAA,IND814133AAA,2,128.5,56.5,2.274336283185841
IND814112AAA,IND814133AAB,6,143.5,55.5,2.5855855855855854
IND814133AAA,IND816109AAA,1,156.0,64.0,2.4375
IND814133AAB,IND816109AAA,11,165.0,64.0,2.578125
IND815301AAA,IND814112AAA,1,117.0,59.0,1.9830508474576272
IND815301AAA,IND814133AAB,3,281.0,115.0,2.4434782608695653
IND815301AAA,IND815353AAA,1,58.0,36.0,1.6111111111111112
IND815351AAA,IND814101AAB,8,106.0,97.0,1.092783505154639
IND815353AAA,IND814112AAA,2,49.0,39.0,1.2564102564102564
IND815353AAA,IND814133AAB,3,171.0,93.0,1.8387096774193548
IND815353AAA,IND826004AAA,1,132.0,87.0,1.5172413793103448
IND816107AAA,IND826004AAA,7,387.0,205.0,1.8878048780487804
IND816109AAA,IND826004AAA,8,445.0,244.0,1.8237704918032787
IND821109AAA,IND802213AAB,8,165.0,32.0,5.15625
IND821115AAB,IND000000ACB,7,1348.0,647.0,2.0834621329211744
IND821115AAB,IND209304AAA,5,628.0,325.0,1.9323076923076923
IND821115AAB,IND802101AAA,6,165.0,76.0,2.1710526315789473
IND821115AAB,IND821109AAA,4,92.0,40.0,2.3
IND821115AAB,IND824101AAA,1,58.0,29.0,2.0
IND821307AAA,IND824101AAA,5,42.0,20.0,2.1
IND824101AAA,IND821115AAB,4,63.0,31.5,2.0
IND824101AAA,IND821307AAA,3,43.0,22.0,1.9545454545454546
IND825301AAA,IND825409AAA,8,109.5,41.0,2.6707317073170733
IND825409AAA,IND000000ACB,8,1527.0,773.0,1.9754204398447606
IND826001AAC,IND828111AAA,2,23.0,9.0,2.5555555555555554
IND826004AAA,IND209304AAA,3,997.0,578.0,1.7249134948096885
IND826004AAA,IND814112AAA,3,202.0,115.0,1.7565217391304349
IND826004AAA,IND815301AAA,2,102.5,58.0,1.7672413793103448
IND826004AAA,IND815351AAA,6,127.0,38.0,3.3421052631578947
IND826004AAA,IND815353AAA,1,160.0,86.0,1.8604651162790697
IND827013AAA,IND829121AAA,2,61.5,28.0,2.1964285714285716
IND828111AAA,IND826004AAA,4,129.5,12.0,10.791666666666666
IND828401AAB,IND826004AAA,6,59.0,21.5,2.744186046511628
IND829121AAA,IND834002AAB,6,452.0,62.0,7.290322580645161
IND829122AAA,IND825301AAA,7,76.0,37.0,2.054054054054054
IND832109AAB,IND834002AAB,15,224.0,87.0,2.574712643678161
IND834002AAB,IND000000ACB,8,1696.0,853.0,1.9882766705744432
IND834002AAB,IND826004AAA,14,305.5,127.0,2.405511811023622
IND834002AAB,IND827013AAA,14,398.0,89.0,4.47191011235955
IND834002AAB,IND829122AAA,7,78.0,32.0,2.4375
IND834002AAB,IND832109AAB,9,202.0,87.0,2.32183908045977
IND841101AAA,IND841207AAB,3,47.0,15.0,3.1333333333333333
IND841226AAB,IND841428AAA,2,58.5,23.0,2.5434782608695654
IND841301AAC,IND841226AAB,1,96.0,48.0,2.0
IND841405AAA,IND841301AAC,1,182.0,86.0,2.116279069767442
IND841424AAA,IND841226AAB,3,101.0,44.0,2.2954545454545454
IND841424AAA,IND841428AAA,6,244.0,69.0,3.536231884057971
IND842001AAA,IND843105AAB,14,49.0,16.0,3.0625
IND842001AAA,IND843109AAB,11,37.0,10.0,3.7
IND842001AAA,IND843126AAA,3,54.0,18.0,3.0
IND842001AAA,IND843301AAA,5,160.0,52.0,3.076923076923077
IND842001AAA,IND843320AAA,1,300.0,48.0,6.25
IND842001AAA,IND843329AAB,7,79.0,58.0,1.3620689655172413
IND842001AAA,IND845401AAA,3,126.0,61.0,2.0655737704918034
IND842001AAA,IND845412AAB,11,80.0,34.0,2.3529411764705883
IND842001AAA,IND845418AAB,6,159.0,80.0,1.9875
IND842001AAA,IND845438AAA,4,237.0,91.5,2.5901639344262297
IND842001AAA,IND846004AAA,15,111.0,50.0,2.22
IND842001AAA,IND847212AAA,15,161.0,73.0,2.2054794520547945
IND842001AAA,IND848101AAA,1,144.0,37.0,3.891891891891892
IND842001AAA,IND848114AAA,14,111.5,48.0,2.3229166666666665
IND842001AAA,IND854326AAB,12,403.5,204.0,1.9779411764705883
IND842003AAB,IND480661AAA,1,230.0,111.0,2.0720720720720722
IND842003AAB,IND480886AAA,7,146.0,66.0,2.212121212121212
IND842003AAB,IND482002AAA,2,123.0,8.0,15.375
IND842003AAB,IND483225AAA,2,62.0,23.0,2.6956521739130435
IND842003AAB,IND483501AAA,8,144.0,58.0,2.4827586206896552
IND842003AAB,IND484661AAE,1,190.0,126.0,1.507936507936508
IND842003AAB,IND487001AAA,1,156.0,79.0,1.9746835443037976
IND842003AAB,IND487001AAB,3,140.0,78.0,1.794871794871795
IND843105AAB,IND848101AAA,14,38.5,20.0,1.925
IND843109AAB,IND842001AAA,2,26.5,10.0,2.65
IND843109AAB,IND843126AAA,6,46.5,42.5,1.0941176470588236
IND843126AAA,IND842001AAA,7,45.0,18.0,2.5
IND843126AAA,IND843109AAB,2,55.5,26.0,2.1346153846153846
IND843301AAA,IND843320AAA,13,66.0,25.0,2.64
IND843320AAA,IND847223AAA,7,43.0,20.0,2.15
IND843329AAB,IND843301AAA,7,63.0,19.0,3.3157894736842106
IND844101AAB,IND841207AAB,1,47.0,18.0,2.611111111111111
IND844505AAB,IND842001AAA,11,625.0,52.0,12.01923076923077
IND845305AAA,IND842001AAA,14,579.0,96.0,6.03125
IND845401AAA,IND845305AAA,15,90.0,36.0,2.5
IND845412AAB,IND845401AAA,11,51.0,27.0,1.8888888888888888
IND845418AAB,IND842001AAA,1,229.0,69.0,3.318840579710145
IND845418AAB,IND845438AAA,6,123.0,57.0,2.1578947368421053
IND845438AAA,IND845455AAB,12,67.0,32.5,2.0615384615384613
IND845455AAB,IND842001AAA,11,316.0,126.0,2.507936507936508
IND845455AAB,IND845418AAB,2,193.5,91.0,2.1263736263736264
IND846004AAA,IND847103AAA,15,43.0,24.0,1.7916666666666667
IND847103AAA,IND847404AAB,13,66.0,33.0,2.0
IND847212AAA,IND847226AAA,14,48.0,28.0,1.7142857142857142
IND847223AAA,IND842001AAA,9,685.0,65.0,10.538461538461538
IND847226AAA,IND842001AAA,14,757.0,84.0,9.011904761904763
IND847404AAB,IND842001AAA,13,639.0,76.0,8.407894736842104
IND848101AAA,IND844505AAB,11,73.0,18.0,4.055555555555555
IND848114AAA,IND848210AAA,15,41.0,24.0,1.7083333333333333
IND848210AAA,IND851127AAA,14,48.0,26.0,1.8461538461538463
IND851127AAA,IND842001AAA,13,407.0,96.0,4.239583333333333
IND851127AAA,IND851112AAB,4,59.0,26.0,2.269230769230769
IND852111AAA,IND852118AAA,1,72.0,35.0,2.057142857142857
IND852111AAA,IND854311AAA,1,148.0,52.0,2.8461538461538463
IND852111AAA,IND854326AAB,11,335.0,84.0,3.988095238095238
IND852111AAA,IND854335AAA,1,24.0,16.0,1.5
IND852113AAA,IND852139AAB,13,73.0,24.0,3.0416666666666665
IND852113AAA,IND852201AAA,1,67.0,17.0,3.9411764705882355
IND852118AAA,IND852111AAA,1,111.0,30.0,3.7
IND852118AAA,IND854326AAB,1,126.0,51.0,2.4705882352941178
IND852131AAA,IND852139AAB,1,71.0,21.0,3.380952380952381
IND852131AAA,IND852201AAA,7,94.0,33.0,2.8484848484848486
IND852139AAB,IND854326AAB,15,227.0,75.0,3.026666666666667
IND852201AAA,IND852113AAA,12,60.0,17.0,3.5294117647058822
IND852201AAA,IND852131AAA,1,76.0,32.0,2.375
IND853204AAA,IND851204AAA,11,94.0,46.0,2.0434782608695654
IND854105AAA,IND853204AAA,2,127.0,51.0,2.4901960784313726
IND854105AAB,IND851204AAA,4,226.0,95.0,2.3789473684210525
IND854105AAB,IND853204AAA,5,149.0,49.0,3.0408163265306123
IND854311AAA,IND852118A1B,1,82.0,24.0,3.4166666666666665
IND854311AAA,IND854326AAB,1,203.0,32.0,6.34375
IND854311AAA,IND854334AAA,7,32.0,19.0,1.6842105263157894
IND854326AAB,IND000000ACB,12,2090.0,929.0,2.2497308934338
IND854326AAB,IND852113AAA,1,206.0,69.0,2.9855072463768115
IND854326AAB,IND852131AAA,7,237.0,95.0,2.4947368421052634
IND854326AAB,IND852201AAA,3,390.0,92.0,4.239130434782608
IND854326AAB,IND854105AAA,2,85.0,17.0,5.0
IND854326AAB,IND854105AAB,11,53.0,20.0,2.65
IND854326AAB,IND854311AAA,14,55.5,31.0,1.7903225806451613
IND854326AAB,IND854334AAA,1,171.0,48.0,3.5625
IND854334AAA,IND852118A1B,3,27.0,22.0,1.2272727272727273
IND854334AAA,IND852118AAA,7,28.0,21.0,1.3333333333333333
IND854334AAA,IND854335AAA,2,41.0,30.5,1.3442622950819672
IND854335AAA,IND852111AAA,12,46.0,20.0,2.3
IND854335AAA,IND852118A1B,1,40.0,18.0,2.2222222222222223
IND854335AAA,IND854326AAB,1,199.0,61.0,3.262295081967213
