source_center,destination_center,trip_count,actual_time,osrm_time,delay_ratio
IND605010AAB,IND604303AAA,4,72.5,50.5,1.4356435643564356
IND605010AAB,IND607001AAA,11,52.0,29.0,1.793103448275862
IND605601AAA,IND600056AAB,6,215.0,125.0,1.72
IND605601AAA,IND607106AAA,12,46.0,21.5,2.13953488372093
IND605601AAA,IND636102AAA,6,149.0,89.5,1.664804469273743
IND606003AAA,IND606105AAA,11,24.0,15.0,1.6
IND606105AAA,IND606201AAC,11,88.0,54.0,1.6296296296296295
IND606201AAC,IND605601AAA,12,167.5,81.0,2.067901234567901
IND606801AAB,IND632006AAA,9,134.0,55.0,2.4363636363636365
IND606803AAA,IND606801AAB,10,32.0,24.0,1.3333333333333333
IND607001AAA,IND608001AAA,10,56.5,28.0,2.017857142857143
IND607106AAA,IND607801AAA,12,27.0,12.0,2.25
IND607801AAA,IND606003AAA,12,50.0,23.0,2.1739130434782608
IND608001AAA,IND609110AAA,7,41.0,16.0,2.5625
IND608301AAA,IND639104AAB,11,229.0,119.0,1.9243697478991597
IND609001AAA,IND614018AAA,12,129.0,59.0,2.1864406779661016
IND609110AAA,IND609602AAA,7,57.0,29.0,1.9655172413793103
IND609602AAA,IND611001AAA,10,52.5,16.5,3.1818181818181817
IND610001AAA,IND605010AAB,10,261.0,126.0,2.0714285714285716
IND610001AAA,IND614715AAA,12,43.0,25.0,1.72
IND611001AAA,IND610001AAA,10,38.5,17.0,2.264705882352941
IND614018AAA,IND613104AAA,10,121.5,60.0,2.025
IND614602AAA,IND614804AAA,11,36.0,24.0,1.5
IND614616AAA,IND630002AAA,11,53.0,33.0,1.606060606060606
IND614620AAA,IND630561AAA,12,146.5,74.0,1.9797297297297298
IND614715AAA,IND614809AAA,12,57.0,38.0,1.5
IND614804AAA,IND614616AAA,11,32.0,27.0,1.1851851851851851
IND614809AAA,IND610001AAA,12,99.0,44.0,2.25
IND620020AAA,IND621112AAA,24,22.5,13.5,1.6666666666666667
IND621010AAA,IND621212AAA,11,52.0,35.0,1.4857142857142858
IND621112AAA,IND620012AAA,1,155.0,24.0,6.458333333333333
IND621211AAA,IND621010AAA,10,37.0,22.0,1.6818181818181819
IND621212AAA,IND621704AAA,11,35.0,23.0,1.5217391304347827
IND621306AAA,IND625106AAA,12,96.0,73.0,1.3150684931506849
IND621704AAA,IND621802AAA,12,61.0,31.0,1.967741935483871
IND621802AAA,IND608301AAA,9,42.0,17.0,2.4705882352941178
IND621802AAA,IND621212AAA,1,89.0,52.0,1.7115384615384615
IND622407AAA,IND622001AAA,9,50.0,34.0,1.4705882352941178
IND623315AAB,IND614620AAA,12,45.5,30.0,1.5166666666666666
IND623407AAA,IND623315AAB,12,26.5,25.0,1.06
IND623503AAA,IND623526AAA,7,64.0,71.0,0.9014084507042254
IND623526AAA,IND623704AAA,8,131.0,125.0,1.048
IND623701AAA,IND623503AAA,7,53.0,46.0,1.1521739130434783
IND623704AAA,IND626607AAB,7,59.0,47.0,1.2553191489361701
IND624001AAA,IND624619AAA,8,40.0,27.5,1.4545454545454546
IND624001AAA,IND625008AAA,9,68.0,49.0,1.3877551020408163
IND624101AAA,IND624202AAA,8,85.0,120.5,0.7053941908713693
IND624202AAA,IND625218AAA,8,35.0,23.0,1.5217391304347827
IND624601AAA,IND624101AAA,12,104.5,133.0,0.7857142857142857
IND624619AAA,IND624601AAA,6,35.0,26.5,1.320754716981132
IND625008AAA,IND626123AAA,12,88.5,49.0,1.8061224489795917
IND625106AAA,IND625008AAA,13,77.0,43.0,1.7906976744186047
IND625516AAA,IND685514AAA,5,87.0,47.0,1.851063829787234
IND625531AAA,IND625516AAA,6,59.0,46.0,1.2826086956521738
IND625532AAA,IND625531AAA,5,70.0,46.0,1.5217391304347827
IND625532AAA,IND685514AAA,1,219.0,132.0,1.6590909090909092
IND626117AAA,IND626138AAA,9,32.0,25.0,1.28
IND626123AAA,IND627756AAA,12,92.0,49.0,1.8775510204081634
IND626138AAA,IND625008AAA,11,94.0,61.0,1.540983606557377
IND626607AAB,IND625008AAA,7,76.0,50.0,1.52
IND627005AAA,IND627117AAA,11,67.0,41.0,1.6341463414634145
IND627005AAA,IND627811AAA,6,83.0,59.0,1.4067796610169492
IND627005AAA,IND628801AAA,12,70.0,44.5,1.5730337078651686
IND627005AAA,IND629001AAA,1,141.0,70.0,2.0142857142857142
IND627117AAA,IND629001AAA,11,62.0,32.0,1.9375
IND627401AAA,IND627005AAA,10,80.0,36.0,2.2222222222222223
IND627657AAA,IND628613AAA,12,37.0,35.0,1.0571428571428572
IND627756AAA,IND626117AAA,12,48.0,29.0,1.6551724137931034
IND627811AAA,IND627401AAA,6,56.0,32.0,1.75
IND628204AAA,IND627657AAA,12,50.0,41.0,1.2195121951219512
IND628613AAA,IND627005AAA,10,82.5,47.0,1.7553191489361701
IND628801AAA,IND628204AAA,12,23.5,16.0,1.46875
IND629179AAA,IND627005AAA,11,196.0,95.0,2.0631578947368423
IND630002AAA,IND622407AAA,9,68.0,47.0,1.446808510638298
IND630561AAA,IND623407AAA,11,59.0,33.0,1.7878787878787878
IND630561AAA,IND623701AAA,5,54.0,39.0,1.3846153846153846
IND631003AAA,IND600056AAB,5,106.0,39.0,2.717948717948718
IND631102AAA,IND600056AAB,12,128.5,62.0,2.0725806451612905
IND631501AAA,IND600056AAB,1,1649.0,34.0,48.5
IND631501AAA,IND631003AAA,5,69.0,26.0,2.6538461538461537
IND632006AAA,IND562132AAA,2,369.0,182.0,2.0274725274725274
IND632006AAA,IND600056AAB,17,148.0,83.0,1.783132530120482
IND632006AAA,IND632301AAA,10,62.0,32.0,1.9375
IND632006AAA,IND632402AAA,8,62.0,21.5,2.883720930232558
IND632006AAA,IND635802AAB,3,58.0,44.0,1.3181818181818181
IND632301AAA,IND606803AAA,9,41.0,20.0,2.05
IND632402AAA,IND631102AAA,11,38.0,25.0,1.52
IND635001AAA,IND562132AAA,4,207.5,118.0,1.7584745762711864
IND635001AAA,IND636705AAB,4,72.5,52.0,1.3942307692307692
IND635601AAB,IND635802AAB,7,157.0,34.0,4.617647058823529
IND635802AAB,IND562132AAA,6,295.5,168.0,1.7589285714285714
IND635802AAB,IND635601AAB,7,69.0,41.0,1.6829268292682926
IND636005AAA,IND636005AAC,1,61.0,12.0,5.083333333333333
IND636005AAA,IND636016AAA,3,18.0,9.0,2.0
IND636016AAA,IND636402AAA,1,164.0,60.0,2.7333333333333334
IND636016AAA,IND637211AAA,10,69.0,46.0,1.5
IND636102AAA,IND605601AAA,5,142.0,105.0,1.3523809523809525
IND636352AAA,IND636705AAB,5,40.0,25.0,1.6
IND636705AAB,IND562132AAA,5,283.0,155.0,1.8258064516129033
IND636705AAB,IND635001AAA,4,71.0,50.0,1.42
IND637211AAA,IND636402AAA,11,90.0,61.0,1.4754098360655739
IND637301AAA,IND638001AAA,10,32.0,18.0,1.7777777777777777
IND637408AAA,IND637001AAA,10,51.0,29.0,1.7586206896551724
IND638001AAA,IND638052AAA,3,37.0,17.0,2.176470588235294
IND638401AAA,IND638452AAA,10,26.0,26.0,1.0
IND638452AAA,IND638501AAB,2,32.5,25.0,1.3
IND638501AAB,IND641062AAD,11,110.0,75.0,1.4666666666666666
IND638657AAA,IND638701AAA,12,43.5,29.0,1.5
IND638701AAA,IND641607AAA,12,53.5,23.5,2.276595744680851
IND639001AAA,IND624001AAA,9,94.0,55.0,1.709090909090909
IND639104AAB,IND620012AAA,1,66.0,44.0,1.5
IND641001AAA,IND641062AAD,2,146.5,35.5,4.126760563380282
IND641006AAD,IND641062AAD,1,42.0,27.0,1.5555555555555556
IND641008AAA,IND641001AAA,3,34.0,12.0,2.8333333333333335
IND641011AAA,IND641062AAD,5,135.0,35.0,3.857142857142857
IND641062AAD,IND638401AAA,9,78.0,43.0,1.813953488372093
IND641062AAD,IND641008AAA,1,112.0,35.0,3.2
IND641062AAD,IND641607AAA,12,49.5,30.0,1.65
IND641062AAD,IND642126AAA,12,107.5,72.0,1.4930555555555556
IND641062AAD,IND643217AAA,1,202.0,73.0,2.767123287671233
IND641062AAD,IND643231AAA,11,146.0,60.0,2.433333333333333
IND641607AAA,IND641062AAD,20,85.5,29.0,2.9482758620689653
IND641607AAA,IND641654AAA,7,34.0,16.0,2.125
IND641607AAA,IND641664AAA,3,38.0,20.0,1.9
IND641654AAA,IND641664AAA,7,39.0,26.0,1.5
IND641664AAA,IND638657AAA,11,55.0,38.0,1.4473684210526316
IND642001AAA,IND641062AAD,12,91.5,57.0,1.605263157894737
IND642126AAA,IND642001AAA,12,42.0,31.0,1.3548387096774193
IND643001AAA,IND643212AAA,4,92.0,36.5,2.5205479452054793
IND643212AAA,IND641062AAD,2,380.5,110.5,3.4434389140271495
IND643217AAA,IND643001AAA,7,47.0,49.0,0.9591836734693877
IND643231AAA,IND643217AAA,9,38.0,34.0,1.1176470588235294
IND670645AAB,IND673592AAA,6,99.0,37.0,2.675675675675676
IND671315AAA,IND575004AAB,2,625.5,78.0,8.01923076923077
IND671323AAD,IND000000ACO,1,50.0,32.0,1.5625
IND673027AAB,IND673104AAA,1,359.0,65.0,5.523076923076923
IND673027AAB,IND673305AAA,2,338.5,42.0,8.05952380952381
IND673104AAA,IND673506AAA,12,28.0,17.0,1.6470588235294117
IND673121AAA,IND670645AAB,8,69.5,31.5,2.2063492063492065
IND673305AAA,IND673104AAA,10,28.0,22.0,1.2727272727272727
IND673506AAA,IND670643AAA,12,33.5,23.5,1.425531914893617
IND673573AAA,IND673592AAA,12,97.5,62.0,1.5725806451612903
IND673592AAA,IND562132AAA,12,464.5,224.0,2.0736607142857144
IND673592AAA,IND670645AAB,1,133.0,38.0,3.5
IND673592AAA,IND673121AAA,11,32.0,17.0,1.8823529411764706
IND676306AAA,IND676509AAA,5,30.0,20.0,1.5
IND676509AAA,IND679322AAA,3,43.0,20.0,2.15
IND678683AAA,IND000000ABD,13,41.0,34.0,1.2058823529411764
IND679303AAA,IND679531AAA,9,46.0,16.0,2.875
IND679322AAA,IND673639AAA,1,87.0,39.0,2.230769230769231
IND679329AAA,IND673639AAA,3,34.0,21.0,1.619047619047619
IND679531AAA,IND680587AAA,9,34.0,25.0,1.36
IND680012AAA,IND679303AAA,7,82.0,57.0,1.4385964912280702
IND68004AAA,IND678683AAA,14,89.5,37.0,2.418918918918919
IND68004AAA,IND683511AAA,6,125.5,52.5,2.3904761904761904
IND680104AAA,IND679576AAA,12,50.0,33.0,1.5151515151515151
IND680307AAA,IND680712AAA,4,35.0,21.0,1.6666666666666667
IND680307AAA,IND683511AAA,2,29.5,17.5,1.6857142857142857
IND680587AAA,IND68004AAA,6,73.0,43.5,1.6781609195402298
IND680587AAA,IND683511AAA,3,219.0,80.0,2.7375
IND680712AAA,IND683511AAA,6,64.0,39.0,1.641025641025641
IND683511AAA,IND000000ABA,10,35.0,30.0,1.1666666666666667
IND683511AAA,IND000000ADM,8,40.5,25.0,1.62
IND683511AAA,IND562132AAA,8,881.5,426.0,2.06924882629108
IND683511AAA,IND680012AAA,6,87.0,57.0,1.5263157894736843
IND683511AAA,IND68004AAA,13,69.0,48.0,1.4375
IND683511AAA,IND680104AAA,11,121.0,80.0,1.5125
IND683511AAA,IND686028AAB,7,157.0,79.0,1.9873417721518987
IND683565AAA,IND683511AAA,9,36.0,20.0,1.8
IND683572AAA,IND680307AAA,7,24.0,12.0,2.0
IND685514AAA,IND625008AAA,6,264.0,169.0,1.5621301775147929
IND686028AAB,IND686632AAA,1,128.0,21.0,6.095238095238095
IND686028AAB,IND689101AAA,10,34.0,25.5,1.3333333333333333
IND686507AAA,IND686513AAA,10,21.5,9.0,2.388888888888889
IND686507AAA,IND686540AAA,1,43.0,26.0,1.6538461538461537
IND686513AAA,IND686507AAA,1,28.0,10.0,2.8
IND686513AAA,IND686540AAA,4,90.5,36.5,2.4794520547945207
IND686540AAA,IND686028AAB,1,37.0,19.0,1.9473684210526316
IND686632AAA,IND686141AAA,1,50.0,20.0,2.5
IND688009AAA,IND686028AAB,10,152.0,46.0,3.3043478260869565
IND688524AAA,IND683511AAA,7,118.0,51.0,2.3137254901960786
IND689101AAA,IND689650AAA,1,15.0,14.0,1.0714285714285714
IND689101AAA,IND690548AAA,4,35.5,25.0,1.42
IND689503AAB,IND683511AAA,1,270.0,120.0,2.25
IND689645AAA,IND691551AAA,11,42.0,25.0,1.68
IND689650AAA,IND690548AAA,1,64.0,41.0,1.5609756097560976
IND690537AAA,IND689503AAB,1,58.0,28.0,2.0714285714285716
IND690548AAA,IND688009AAA,9,39.0,32.0,1.21875
IND691001AAB,IND683511AAA,9,211.0,168.0,1.255952380952381
IND691001AAB,IND690573AAA,1,40.0,37.0,1.0810810810810811
IND691001AAB,IND691506AAA,15,37.0,25.0,1.48
IND691001AAB,IND695012AAA,1,86.0,64.0,1.34375
IND691305AAA,IND689645AAA,11,60.0,27.0,2.2222222222222223
IND691506AAA,IND691305AAA,14,28.5,19.0,1.5
IND691551AAA,IND691001AAB,14,89.0,40.0,2.225
IND691574AAA,IND695614AAA,14,31.0,20.0,1.55
IND695012AAA,IND691001AAB,12,100.0,65.0,1.5384615384615385
IND695012AAA,IND695101AAB,2,63.0,26.0,2.423076923076923
IND695012AAB,IND695012AAA,3,62.0,14.0,4.428571428571429
IND695101AAB,IND691574AAA,13,19.0,15.0,1.2666666666666666
IND695101AAB,IND695012AAA,1,279.0,31.0,9.0
IND695121AAA,IND695572AAB,11,26.0,14.0,1.8571428571428572
IND695541AAA,IND695012AAA,1,47.0,15.0,3.1333333333333333
IND695541AAA,IND695572AAB,1,29.0,22.0,1.3181818181818181
IND695572AAB,IND000000AFJ,1,44.0,26.0,1.6923076923076923
IND695572AAB,IND695541AAA,9,31.0,22.0,1.4090909090909092
IND695582AAA,IND691574AAA,1,65.0,39.0,1.6666666666666667
IND695582AAA,IND695101AAB,12,26.0,22.5,1.1555555555555554
IND695609AAA,IND695012AAA,2,68.5,36.0,1.9027777777777777
IND695614AAA,IND695609AAA,2,24.5,19.0,1.2894736842105263
IND700026AAC,IND700065AAA,2,31.5,20.0,1.575
IND700026AAC,IND712311AAA,3,201.0,36.0,5.583333333333333
IND700028AAB,IND712311AAA,8,65.5,18.0,3.638888888888889
IND700053AAA,IND700136AAB,1,74.0,29.0,2.5517241379310347
IND700053AAA,IND712311AAA,6,219.0,29.0,7.551724137931035
IND700053AAA,IND743513AAA,4,78.0,27.0,2.888888888888889
IND700065AAA,IND712311AAA,23,82.0,21.0,3.9047619047619047
IND700065AAB,IND712310AAA,11,115.0,22.0,5.2272727272727275
IND700088AAA,IND712311AAA,5,70.0,29.0,2.413793103448276
IND700136AAG,IND712310AAA,16,89.5,19.5,4.589743589743589
IND711303AAA,IND721134AAB,11,30.0,37.0,0.8108108108108109
IND712103AAA,IND712310AAE,18,107.5,30.0,3.5833333333333335
IND712124AAA,IND712103AAA,20,31.0,11.0,2.8181818181818183
IND712310AAE,IND711303AAA,12,92.0,40.5,2.271604938271605
IND712310AAE,IND711409AAA,1,19.0,16.0,1.1875
IND712310AAE,IND712124AAA,21,68.0,19.0,3.5789473684210527
IND712311AAA,IND000000ACB,9,2040.0,1055.0,1.933649289099526
IND712311AAA,IND421302AAG,2,3001.5,1341.0,2.238255033557047
IND712311AAA,IND700026AAC,29,90.0,36.0,2.5
IND712311AAA,IND700028AAB,22,63.5,19.0,3.3421052631578947
IND712311AAA,IND700053AAA,15,84.0,29.0,2.896551724137931
IND712311AAA,IND700065AAA,28,75.0,22.0,3.409090909090909
IND712311AAA,IND700088AAA,23,113.0,30.0,3.7666666666666666
IND712311AAA,IND712310AAE,1,20.0,12.0,1.6666666666666667
IND712311AAA,IND712410AAC,4,171.0,38.5,4.441558441558442
IND712311AAA,IND713103AAA,6,126.5,59.0,2.1440677966101696
IND712311AAA,IND713145AAB,1,156.0,74.0,2.108108108108108
IND712311AAA,IND713205AAB,7,222.0,106.0,2.0943396226415096
IND712311AAA,IND721306AAA,8,211.0,101.0,2.089108910891089
IND712311AAA,IND732103AAB,3,605.0,215.0,2.813953488372093
IND712311AAA,IND742101AAC,8,443.0,158.0,2.8037974683544302
IND712311AAA,IND742102AAB,3,498.0,158.0,3.151898734177215
IND712311AAA,IND743235AAA,1,176.0,57.0,3.087719298245614
IND712311AAA,IND751002AAB,23,601.0,312.0,1.9262820512820513
IND712311AAA,IND781018AAB,5,2125.0,688.0,3.0886627906976742
IND712311AAA,IND826004AAA,3,314.0,182.0,1.7252747252747254
IND712311AAA,IND834002AAB,11,664.0,286.0,2.3216783216783217
IND712406AAA,IND712602AAA,1,79.0,34.0,2.323529411764706
IND712410AAC,IND712406AAA,2,48.5,41.0,1.1829268292682926
IND712602AAA,IND722154AAA,1,75.0,25.0,3.0
IND712612AAA,IND722154AAA,1,32.0,19.0,1.6842105263157894
IND713103AAA,IND713205AAB,4,98.5,51.0,1.9313725490196079
IND713128AAB,IND731204AAB,11,52.0,18.0,2.888888888888889
IND713128AAB,IND731301AAA,1,166.0,35.0,4.742857142857143
IND713130AAA,IND741123AAB,10,132.0,64.0,2.0625
IND713130AAA,IND741126AAB,1,253.0,69.0,3.6666666666666665
IND713145AAB,IND741316AAA,1,32.0,23.0,1.391304347826087
IND713148AAA,IND713128AAB,10,97.0,35.0,2.7714285714285714
IND713205AAB,IND712311AAA,7,850.0,105.0,8.095238095238095
IND713205AAB,IND713148AAA,3,80.0,18.0,4.444444444444445
IND713205AAB,IND713303AAA,5,69.0,27.0,2.5555555555555554
IND713205AAB,IND722101AAA,1,162.0,49.0,3.306122448979592
IND713205AAB,IND722101AAB,1,281.0,50.0,5.62
IND713205AAB,IND722101AAC,4,141.5,51.0,2.7745098039215685
IND713205AAB,IND722143AAB,8,94.5,25.0,3.78
IND713205AAB,IND722202AAA,3,73.0,19.0,3.8421052631578947
IND713205AAB,IND723130AAA,2,290.5,87.0,3.339080459770115
IND713205AAB,IND723133AAA,1,184.0,71.0,2.591549295774648
IND713303AAA,IND713364AAB,6,75.0,18.0,4.166666666666667
IND713364AAB,IND712311AAA,11,689.0,146.0,4.719178082191781
IND721102AAA,IND712311AAA,8,769.0,92.0,8.358695652173912
IND721133AAA,IND721434AAB,2,159.5,55.0,2.9
IND721134AAB,IND712310AAE,1,157.0,54.0,2.9074074074074074
IND721134AAB,IND721139AAC,10,25.0,16.0,1.5625
IND721139AAC,IND721602AAB,2,168.0,59.5,2.823529411764706
IND721139AAC,IND721636AAB,1,100.0,35.0,2.857142857142857
IND721212AAA,IND712310AAE,6,176.5,77.0,2.292207792207792
IND721253AAC,IND721306AAA,9,94.0,42.0,2.238095238095238
IND721306AAA,IND721102AAA,4,35.0,18.0,1.9444444444444444
IND721306AAA,IND721133AAA,2,38.0,17.5,2.1714285714285713
IND721306AAA,IND721507AAA,10,90.0,44.0,2.0454545454545454
IND721401AAA,IND721306AAA,2,157.0,81.5,1.9263803680981595
IND721434AAB,IND721401AAA,2,123.5,50.0,2.47
IND721501AAC,IND721253AAC,5,171.0,92.0,1.858695652173913
IND721602AAB,IND721139AAC,4,111.5,60.5,1.8429752066115703
IND721636AAB,IND721602AAB,3,45.0,41.0,1.0975609756097562
IND722101AAA,IND722122AAA,7,37.0,21.0,1.7619047619047619
IND722122AAA,IND713205AAB,6,132.5,71.5,1.8531468531468531
IND722140AAA,IND722151AAA,4,45.0,43.5,1.0344827586206897
IND722143AAB,IND723133AAA,9,74.0,52.0,1.4230769230769231
IND722151AAA,IND723130AAA,3,942.0,69.0,13.652173913043478
IND722154AAA,IND712311AAA,1,444.0,86.0,5.162790697674419
IND722202AAA,IND713205AAB,1,46.0,17.0,2.7058823529411766
IND722202AAA,IND722101AAC,3,44.0,29.0,1.5172413793103448
IND723101AAA,IND723202AAA,13,72.0,39.0,1.8461538461538463
IND723130AAA,IND723101AAA,14,49.0,21.0,2.3333333333333335
IND723130AAA,IND723131AAA,4,60.0,49.5,1.2121212121212122
IND723131AAA,IND722140AAA,6,42.0,31.0,1.3548387096774193
IND723133AAA,IND723130AAA,12,60.0,45.0,1.3333333333333333
IND723202AAA,IND713205AAB,13,325.0,145.0,2.2413793103448274
IND731204AAB,IND731301AAA,11,51.0,21.0,2.4285714285714284
IND731224AAA,IND742147AAA,8,66.5,31.0,2.1451612903225805
IND731237AAB,IND731224AAA,9,64.0,20.0,3.2
IND731301AAA,IND713205AAB,12,131.0,71.0,1.8450704225352113
IND732103AAA,IND732138AAA,2,105.5,37.0,2.8513513513513513
IND732103AAB,IND732202AAA,3,74.0,18.0,4.111111111111111
IND732103AAB,IND733128AAA,2,90.0,45.5,1.978021978021978
IND732138AAA,IND733102AAA,2,129.0,62.5,2.064
IND732138AAA,IND733124AAA,3,72.0,36.0,2.0
IND732138AAA,IND733140AAA,1,117.0,44.0,2.659090909090909
IND732202AAA,IND732204AAB,6,45.0,15.0,3.0
IND732204AAB,IND732139AAA,4,39.0,58.0,0.6724137931034483
IND733128AAA,IND733129AAB,1,114.0,45.0,2.533333333333333
IND733128AAA,IND733134AAA,2,41.0,21.5,1.9069767441860466
IND733129AAA,IND732103AAB,3,163.0,48.0,3.3958333333333335
IND733129AAB,IND733129AAA,2,45.0,24.0,1.875
IND733134AAA,IND733129AAB,1,32.0,21.0,1.5238095238095237
IND733140AAA,IND732103AAA,1,157.0,55.0,2.8545454545454545
IND733140AAA,IND733102AAA,6,49.5,25.0,1.98
IND733201AAA,IND733202AAB,1,84.0,42.0,2.0
IND733202AAB,IND733210AAA,1,41.0,31.0,1.3225806451612903
IND734214AAB,IND000000AFF,3,118.0,36.0,3.2777777777777777
IND735224AAA,IND736146AAA,8,72.5,49.0,1.4795918367346939
IND736135AAA,IND736101AAA,6,48.5,23.0,2.108695652173913
IND736135AAA,IND736165AAA,5,96.0,37.0,2.5945945945945947
IND736146AAA,IND736135AAA,8,93.0,57.0,1.631578947368421
IND741123AAB,IND741126AAB,11,78.0,32.0,2.4375
IND741126AAB,IND741156AAA,13,43.0,17.0,2.5294117647058822
IND741156AAA,IND742101AAC,8,86.0,32.0,2.6875
IND741156AAA,IND742102AAB,6,81.5,32.0,2.546875
IND741165AAB,IND742121AAB,9,100.0,82.0,1.2195121951219512
IND741201AAC,IND712311AAA,1,905.0,57.0,15.87719298245614
IND742101AAC,IND712311AAA,7,453.0,160.0,2.83125
IND742101AAC,IND713130AAA,3,155.0,92.0,1.684782608695652
IND742101AAC,IND731237AAB,7,79.0,30.0,2.6333333333333333
IND742101AAC,IND741123AAB,1,350.0,120.0,2.9166666666666665
IND742101AAC,IND742202AAA,1,154.0,60.0,2.566666666666667
IND742101AAC,IND742303AAB,7,70.0,29.0,2.413793103448276
IND742102AAB,IND712311AAA,4,415.0,160.0,2.59375
IND742102AAB,IND713130AAA,6,193.5,93.0,2.0806451612903225
IND742102AAB,IND731237AAB,5,88.0,30.0,2.933333333333333
IND742102AAB,IND742303AAB,6,60.0,29.0,2.0689655172413794
IND742121AAA,IND742101AAC,6,73.5,22.0,3.340909090909091
IND742121AAA,IND742102AAB,5,82.0,22.0,3.727272727272727
IND742121AAB,IND742101AAC,1,122.0,36.0,3.388888888888889
IND742121AAB,IND742121AAA,9,44.0,13.0,3.3846153846153846
IND742137AAA,IND742401AAA,3,62.0,29.0,2.1379310344827585
IND742147AAA,IND742137AAA,3,33.0,18.0,1.8333333333333333
IND742148AAA,IND742225AAA,9,61.0,14.0,4.357142857142857
IND742149AAA,IND742148AAA,9,53.0,18.0,2.9444444444444446
IND742149AAA,IND742225AAA,1,164.0,40.0,4.1
IND742202AAA,IND712311AAA,2,522.5,180.0,2.9027777777777777
IND742202AAA,IND732103AAA,1,170.0,36.0,4.722222222222222
IND742223AAA,IND742226AAA,10,70.0,45.0,1.5555555555555556
IND742225AAA,IND742223AAA,9,42.0,9.0,4.666666666666667
IND742226AAA,IND742101AAC,6,77.5,36.5,2.1232876712328768
IND742226AAA,IND742102AAB,5,64.0,36.0,1.7777777777777777
IND742303AAB,IND741165AAB,12,121.0,37.0,3.27027027027027
IND742401AAA,IND742101AAC,5,184.0,66.0,2.787878787878788
IND742401AAA,IND742102AAB,5,202.0,66.0,3.0606060606060606
IND743235AAA,IND743270AAA,2,39.5,18.0,2.1944444444444446
IND743270AAA,IND712311AAA,1,1128.0,76.0,14.842105263157896
IND743347AAA,IND700053AAA,4,240.5,63.0,3.8174603174603177
IND743513AAA,IND743347AAA,8,72.5,36.0,2.013888888888889
IND751002AAB,IND530012AAA,10,557.0,332.0,1.677710843373494
IND751002AAB,IND562132AAA,9,2392.0,1058.0,2.260869565217391
IND751002AAB,IND712311AAA,22,657.5,322.0,2.0419254658385095
IND751002AAB,IND754103AAA,6,444.5,42.0,10.583333333333334
IND751002AAB,IND756100AAC,10,163.5,88.0,1.8579545454545454
IND751002AAB,IND760003AAB,8,269.0,136.0,1.9779411764705883
IND751014AAA,IND751002AAB,4,18.5,7.0,2.642857142857143
IND751015AAA,IND751002AAB,4,14.0,7.0,2.0
IND751015AAA,IND752050AAA,1,18.0,11.0,1.6363636363636365
IND751015AAA,IND752055AAA,1,44.0,22.0,2.0
IND751015AAA,IND752056AAA,4,42.0,17.5,2.4
IND751021AAA,IND751002AAB,1,32.0,10.0,3.2
IND752050AAA,IND751002AAB,1,41.0,21.0,1.9523809523809523
IND752050AAA,IND752056AAA,1,14.0,6.0,2.3333333333333335
IND752055AAA,IND751002AAB,1,50.0,26.0,1.9230769230769231
IND752056AAA,IND751002AAB,1,36.0,19.0,1.894736842105263
IND754022AAA,IND751002AAB,2,115.5,51.5,2.2427184466019416
IND754103AAA,IND754142AAA,1,118.0,54.0,2.185185185185185
IND754142AAA,IND754211AAA,1,92.0,25.0,3.68
IND756019AAA,IND756032AAA,1,55.0,36.0,1.5277777777777777
IND756019AAA,IND757001AAA,1,120.0,46.0,2.608695652173913
IND756019AAA,IND757025AAA,4,44.0,19.0,2.3157894736842106
IND756019AAA,IND757041AAA,1,73.0,64.0,1.140625
IND756032AAA,IND712311AAA,7,373.0,137.0,2.7226277372262775
IND756045AAB,IND756019AAA,1,27.0,16.0,1.6875
IND756100AAC,IND756045AAB,1,50.0,43.0,1.1627906976744187
IND756100AAC,IND757037AAA,1,198.0,143.0,1.3846153846153846
IND756100AAC,IND758001AAA,3,321.0,131.0,2.450381679389313
IND756100AAC,IND758034AAA,8,374.0,173.5,2.155619596541787
IND757025AAA,IND757001AAA,2,40.0,17.0,2.3529411764705883
IND757037AAA,IND756100AAC,5,328.0,119.0,2.7563025210084033
IND757037AAA,IND758001AAA,1,79.0,42.0,1.880952380952381
IND757041AAA,IND756019AAA,2,79.0,54.0,1.462962962962963
IND757041AAA,IND757001AAA,1,74.0,42.0,1.7619047619047619
IND758001AAA,IND758035AAA,2,100.0,50.0,2.0
IND758034AAA,IND756100AAC,1,335.0,163.0,2.0552147239263805
IND758034AAA,IND757037AAA,1,173.0,90.0,1.9222222222222223
IND758035AAA,IND758001AAA,1,84.0,49.0,1.7142857142857142
IND760003AAB,IND754022AAA,1,207.0,75.0,2.76
IND760003AAB,IND761020AAA,1,35.0,14.0,2.5
IND761200AAA,IND532001AAB,7,110.0,50.0,2.2
IND764001AAC,IND764059AAA,7,76.0,31.0,2.4516129032258065
IND764020AAC,IND764001AAC,1,27.0,12.0,2.25
IND764059AAA,IND764071AAB,3,17.0,9.0,1.8888888888888888
IND764071AAB,IND530012AAA,1,623.0,245.0,2.5428571428571427
IND764071AAB,IND764073AAA,2,55.0,32.5,1.6923076923076923
IND767001AAA,IND767017AAA,1,76.0,35.0,2.1714285714285713
IND767017AAA,IND768004AAD,1,180.0,79.0,2.278481012658228
IND768004AAD,IND768028AAA,1,82.0,29.0,2.8275862068965516
IND768028AAB,IND767001AAA,1,149.0,152.0,0.9802631578947368
