hub,degree_centrality,betweenness_centrality,in_degree,out_degree
IND335501AAA,0.0006293266205160479,0.0,0,1
IND335803AAA,0.0012586532410320957,0.0,1,1
IND335804AAD,0.0025173064820641915,0.004373425692695213,2,2
IND335701AAA,0.0018879798615481437,0.006804156171284632,2,1
IND335703AAA,0.0012586532410320957,0.0,1,1
IND341030AAA,0.0012586532410320957,0.0,1,1
IND341303AAA,0.0018879798615481437,0.0035673803526448363,2,1
IND341306AAA,0.0012586532410320957,0.003173803526448363,1,1
IND341503AAB,0.0012586532410320957,0.0,1,1
IND341510AAB,0.0018879798615481437,0.0,2,1
IND341505AAA,0.0018879798615481437,0.0007871536523929471,1,2
IND342601AAA,0.0018879798615481437,0.0,1,2
IND342902A1B,0.0018879798615481437,0.0016027872359277496,2,1
IND342902AAA,0.0018879798615481437,0.001594773299748111,2,1
IND344022AAB,0.0018879798615481437,0.0015743073047858943,1,2
IND342301AAA,0.0031466331025802393,0.0,4,1
IND343029AAB,0.0012586532410320957,0.0007911091983848715,1,1
IND344001AAA,0.0025173064820641915,0.0007871536523929471,1,3
IND345001AAA,0.0018879798615481437,0.0,1,2
IND345021AAA,0.0018879798615481437,0.0,2,1
IND360003AAA,0.0006293266205160479,0.0,0,1
IND360311AAA,0.0012586532410320957,0.0,1,1
IND360050AAA,0.0006293266205160479,0.0,1,0
IND360370AAA,0.0012586532410320957,3.1486146095717885e-06,1,1
IND360410AAA,0.0012586532410320957,0.0,1,1
IND360490AAA,0.0012586532410320957,0.0,1,1
IND362001AAA,0.004405286343612335,3.4634760705289674e-05,3,4
IND360510AAB,0.0012586532410320957,3.1486146095717885e-06,1,1
IND360530AAB,0.0012586532410320957,0.0,1,1
IND360575AAA,0.0012586532410320957,6.297229219143577e-06,1,1
IND361001AAA,0.0006293266205160479,0.0,0,1
IND361305AAC,0.0012586532410320957,0.0,1,1
IND361315AAA,0.0012586532410320957,0.0,1,1
IND361335AAA,0.0012586532410320957,0.0,1,1
IND360002AAB,0.0018879798615481437,0.0,3,0
IND362220AAA,0.0012586532410320957,3.1486146095717885e-06,1,1
IND362265AAA,0.0018879798615481437,9.445843828715366e-06,2,1
IND362150AAA,0.0012586532410320957,0.0,1,1
IND362225AAA,0.0012586532410320957,0.0,1,1
IND362720AAA,0.0012586532410320957,6.297229219143577e-06,1,1
IND362560AAA,0.0012586532410320957,3.1486146095717885e-06,1,1
IND363001AAA,0.0012586532410320957,0.0,1,1
IND363421AAB,0.0012586532410320957,0.0,1,1
IND363310AAB,0.0018879798615481437,0.003208438287153652,2,1
IND363330AAB,0.0012586532410320957,0.0,1,1
IND364710AAA,0.0006293266205160479,0.0,1,0
IND363520AAC,0.0006293266205160479,0.0,0,1
IND363621AAB,0.0012586532410320957,0.0,1,1
IND363641AAA,0.0012586532410320957,0.0,0,2
IND364004AAB,0.0012586532410320957,0.0011866637975773073,1,1
IND365560AAA,0.0012586532410320957,0.0007974380719719505,1,1
IND365560AAB,0.0012586532410320957,0.0003998740554156171,1,1
IND364290AAA,0.0006293266205160479,0.0,1,0
IND370001AAA,0.0031466331025802393,0.0,2,3
IND370110AAA,0.0018879798615481437,0.0,1,2
IND370201AAA,0.0025173064820641915,0.0039955919395466,2,2
IND370615AAB,0.0018879798615481437,0.0,2,1
IND380005AAA,0.0025173064820641915,0.0007816158880042531,1,3
IND382421AAA,0.0018879798615481437,0.0,1,2
IND382721AAA,0.0018879798615481437,0.0,2,1
IND380006AAA,0.0006293266205160479,0.0,0,1
IND380006AAB,0.0006293266205160479,0.0,0,1
IND380021AAA,0.0006293266205160479,0.0,0,1
IND380054AAA,0.0012586532410320957,0.0,1,1
IND380015AAB,0.0006293266205160479,0.0,1,0
IND382345AAA,0.0006293266205160479,0.0,1,0
IND384205AAA,0.0062932662051604785,0.010673803526448363,5,5
IND388320AAA,0.004405286343612335,0.001605793450881612,4,3
IND389001AAA,0.0012586532410320957,0.0007871536523929471,1,1
IND395023AAA,0.009439899307740718,0.012298398998558271,7,8
IND382715AAA,0.0012586532410320957,0.006360201511335012,1,1
IND383001AAA,0.0012586532410320957,0.0007871536523929471,1,1
IND383315AAC,0.0012586532410320957,0.00039357682619647357,1,1
IND383255AAB,0.0012586532410320957,0.0,1,1
IND384170AAA,0.0012586532410320957,0.0011771704871966888,1,1
IND384265AAB,0.0018879798615481437,0.003992443324937028,1,2
IND384355AAB,0.0018879798615481437,0.0,1,2
IND385001AAA,0.0018879798615481437,0.00039042821158690176,2,1
IND385320AAA,0.0012586532410320957,0.0,1,1
IND385340AAB,0.0018879798615481437,0.0032052896725440804,2,1
IND385535AAA,0.0012586532410320957,0.0,1,1
IND387001AAA,0.0012586532410320957,0.00039357682619647357,1,1
IND388220AAA,0.0012586532410320957,0.0,1,1
IND388121AAA,0.0012586532410320957,0.00039357682619647357,1,1
IND388620AAB,0.0012586532410320957,0.0,1,1
IND389151AAA,0.0012586532410320957,0.00039357682619647357,1,1
IND457661AAA,0.0006293266205160479,0.0,1,0
IND390020AAA,0.0018879798615481437,0.00039357682619647357,1,2
IND391110AAD,0.0012586532410320957,0.0,1,1
IND395001AAA,0.0012586532410320957,0.0,1,1
IND395023AAD,0.0062932662051604785,1.574307304785894e-05,5,5
IND395004AAB,0.0012586532410320957,0.0,1,1
IND395006AAA,0.0012586532410320957,0.0,1,1
IND395009AAA,0.0012586532410320957,0.0,1,1
IND395010AAB,0.0006293266205160479,0.0,0,1
IND394221AAA,0.0006293266205160479,0.0,1,0
IND396191AAC,0.004405286343612335,0.0007871536523929471,3,4
IND396445AAA,0.0012586532410320957,0.0,1,1
IND396001AAA,0.0012586532410320957,1.8891687657430733e-05,1,1
IND396105AAA,0.0012586532410320957,0.0,1,1
IND396191AAB,0.0006293266205160479,0.0,0,1
IND396232AAA,0.0012586532410320957,0.0,1,1
IND396321AAA,0.0025173064820641915,2.204030226700252e-05,2,2
IND396580AAB,0.0012586532410320957,0.0,1,1
IND400011AAA,0.0025173064820641915,0.00039042821158690176,2,2
IND400072AAD,0.0025173064820641915,0.0011471909178143436,3,1
IND400015AAA,0.0031466331025802393,0.0,3,2
IND400015AAB,0.0018879798615481437,0.0,1,2
IND400016AAA,0.0006293266205160479,0.0,0,1
IND400016AAB,0.0012586532410320957,0.0,0,2
IND400037AAA,0.0012586532410320957,0.0,1,1
IND400072AAJ,0.0018879798615481437,0.00039555459919243574,2,1
IND400064AAB,0.0012586532410320957,0.0,0,2
IND400072AAA,0.0012586532410320957,0.0,1,1
IND400701AAB,0.0018879798615481437,0.0,2,1
IND401104AAA,0.005034612964128383,0.0007871536523929471,4,4
IND421302AAR,0.005663939584644431,0.0015743073047858943,5,4
IND421302AAS,0.0006293266205160479,0.0,1,0
IND400072AAC,0.0006293266205160479,0.0,0,1
IND400072AAI,0.0006293266205160479,0.0,0,1
IND000000AFS,0.0006293266205160479,0.0,1,0
IND400102AAB,0.0012586532410320957,0.0,1,1
IND400102AAC,0.0018879798615481437,0.00039239016239889625,1,2
IND400052AAA,0.0006293266205160479,0.0,1,0
IND400612AAA,0.0012586532410320957,0.0,1,1
IND400705AAA,0.0006293266205160479,0.0,0,1
IND421302AAH,0.0012586532410320957,0.0,2,0
IND401208AAA,0.0006293266205160479,0.0,1,0
IND401209AAA,0.0012586532410320957,0.0,1,1
IND401104AAB,0.0018879798615481437,0.0,1,2
IND401209AAB,0.0018879798615481437,0.0,0,3
IND401501AAA,0.0012586532410320957,0.0,1,1
IND401602AAA,0.0012586532410320957,0.0,1,1
IND402107AAA,0.0012586532410320957,0.0,1,1
IND402109AAA,0.0012586532410320957,0.0,1,1
IND402301AAA,0.0012586532410320957,0.0,1,1
IND403401AAA,0.0012586532410320957,0.0,1,1
IND403726AAB,0.005663939584644431,1.2594458438287154e-05,4,5
IND403507AAA,0.0012586532410320957,0.0,1,1
IND403507AAB,0.0012586532410320957,0.0,1,1
IND403601AAA,0.0012586532410320957,0.0,1,1
IND403702AAA,0.0012586532410320957,0.0,1,1
IND575004AAB,0.008181246066708623,0.012931360201511335,6,7
IND403726AAA,0.0062932662051604785,0.0058117128463476084,4,6
IND416510AAA,0.0025173064820641915,0.0007871536523929471,2,2
IND581303AAA,0.0018879798615481437,0.00019678841309823678,1,2
IND581400AAB,0.0018879798615481437,0.00019678841309823678,2,1
IND403002AAA,0.0006293266205160479,0.0,1,0
IND410401AAA,0.0012586532410320957,0.0,1,1
IND410501AAF,0.0012586532410320957,0.0,1,1
IND410505AAB,0.0012586532410320957,0.00039357682619647357,1,1
IND411014AAA,0.0037759597230962874,0.0007871536523929471,3,3
IND411043AAA,0.0012586532410320957,0.0,1,1
IND411048AAA,0.0012586532410320957,0.0,1,1
IND411017AAA,0.0012586532410320957,0.0,1,1
IND412105AAC,0.0012586532410320957,0.0,1,1
IND411021AAA,0.0012586532410320957,0.0,1,1
IND411036AAA,0.0012586532410320957,0.0,1,1
IND413002AAA,0.005663939584644431,0.001496301921272288,5,4
IND413501AAA,0.0025173064820641915,0.00039357682619647357,2,2
IND414001AAA,0.0025173064820641915,0.0011807304785894208,1,3
IND416012AAA,0.0062932662051604785,0.012237615449202351,5,5
IND431136AAC,0.0062932662051604785,0.002755037783375315,5,5
IND431603AAA,0.005034612964128383,0.009515113350125944,4,4
IND580028AAA,0.009439899307740718,0.011690806045340047,8,7
IND412210AAC,0.0012586532410320957,0.0,1,1
IND412803AAB,0.0012586532410320957,0.00039357682619647357,1,1
IND421802AAA,0.0012586532410320957,0.0,1,1
IND413304AAA,0.0025173064820641915,0.0007871536523929471,2,2
IND415301AAB,0.0012586532410320957,0.00039357682619647357,1,1
IND413307AAB,0.0012586532410320957,0.0,1,1
IND413307AAC,0.0006293266205160479,0.0,0,1
IND413401AAA,0.0012586532410320957,0.0,1,1
IND413517AAA,0.0025173064820641915,0.003598866498740554,2,2
IND431717AAA,0.0012586532410320957,0.0,1,1
IND413531AAA,0.0012586532410320957,0.0,1,1
IND413709AAA,0.0025173064820641915,0.0,2,2
IND423109AAA,0.0018879798615481437,0.000983942065491184,2,1
IND423701AAB,0.0018879798615481437,0.0,2,1
IND414203AAB,0.0012586532410320957,0.0,1,1
IND414302AAB,0.0025173064820641915,0.00039357682619647357,2,2
IND414502AAA,0.0012586532410320957,0.00039357682619647357,1,1
IND431107AAB,0.0012586532410320957,0.0,1,1
IND415003AAA,0.0018879798615481437,0.0013395106153292551,1,2
IND415124AAA,0.0012586532410320957,0.0007871536523929471,1,1
IND415605AAA,0.0012586532410320957,0.00039357682619647357,1,1
IND415408AAC,0.0012586532410320957,0.0,1,1
IND415409AAB,0.0012586532410320957,0.0011807304785894208,1,1
IND415709AAA,0.0012586532410320957,0.0,1,1
IND415612AAA,0.0012586532410320957,0.00039357682619647357,1,1
IND591237AAB,0.0012586532410320957,0.0019458438287153653,1,1
IND416404AAA,0.0018879798615481437,0.006413727959697733,2,1
IND416602AAC,0.0012586532410320957,0.0,1,1
IND416606AAA,0.0012586532410320957,0.0,1,1
IND421301AAA,0.0012586532410320957,0.0,1,1
IND421302AAF,0.0012586532410320957,0.0,1,1
IND421401AAC,0.0012586532410320957,0.00039357682619647357,1,1
IND422011AAD,0.0031466331025802393,0.0023614609571788415,2,3
IND444005AAB,0.0037759597230962874,0.005160579345088161,3,3
IND421302AAN,0.0006293266205160479,0.0,0,1
IND421004AAA,0.0006293266205160479,0.0,1,0
IND421601AAB,0.0012586532410320957,0.0,1,1
IND421502AAA,0.0006293266205160479,0.0,0,1
IND422103AAC,0.0012586532410320957,0.0005903652392947104,1,1
IND422605AAA,0.0012586532410320957,0.00019678841309823678,1,1
IND423105AAA,0.0025173064820641915,0.0,2,2
IND423106AAA,0.0018879798615481437,0.0,2,1
IND423301AAB,0.0006293266205160479,0.0,1,0
IND423601AAA,0.0018879798615481437,0.0005903652392947104,1,2
IND424006AAA,0.00881057268722467,0.0,5,9
IND424101AAA,0.0012586532410320957,0.0,1,1
IND424304AAC,0.0031466331025802393,0.0,3,2
IND425401AAA,0.0012586532410320957,0.0,1,1
IND425405AAA,0.0025173064820641915,0.0,2,2
IND425412AAA,0.004405286343612335,0.0,4,3
IND452001AAC,0.0018879798615481437,0.0,2,1
IND431103AAA,0.0006293266205160479,0.0,1,0
IND424201AAA,0.0012586532410320957,0.0,1,1
IND425109AAA,0.0012586532410320957,0.0,1,1
IND425201AAA,0.0012586532410320957,6.297229219143577e-06,1,1
IND425508AAB,0.0012586532410320957,3.1486146095717885e-06,1,1
IND425409AAA,0.004405286343612335,0.0,3,4
IND425406AAA,0.0031466331025802393,0.0,2,3
IND450331AAA,0.0012586532410320957,0.0,1,1
IND431001AAB,0.0006293266205160479,0.0,0,1
IND431112AAB,0.0018879798615481437,0.0,2,1
IND431122AAA,0.0012586532410320957,0.0011807304785894208,1,1
IND431127AAA,0.0012586532410320957,0.0007871536523929471,1,1
IND431131AAB,0.0006293266205160479,0.0,0,1
IND431001AAA,0.0006293266205160479,0.0,1,0
IND431203AAA,0.0018879798615481437,0.0,1,2
IND431514AAA,0.0012586532410320957,0.00716624685138539,1,1
IND431515AAA,0.0012586532410320957,0.006772670025188917,1,1
IND431517AAB,0.0012586532410320957,0.006379093198992443,1,1
IND431401AAA,0.0006293266205160479,0.0,1,0
IND431708AAA,0.0012586532410320957,0.007559823677581864,1,1
IND441206AAB,0.0006293266205160479,0.0,0,1
IND442605AAA,0.0012586532410320957,0.0,1,1
IND441614AAA,0.0006293266205160479,0.0,0,1
IND481001AAA,0.0006293266205160479,0.0,1,0
IND441904AAB,0.0006293266205160479,0.0,0,1
IND441912AAA,0.0012586532410320957,0.0,1,1
IND441107AAB,0.0006293266205160479,0.0,1,0
IND442001AAA,0.0006293266205160479,0.0,0,1
IND442101AAB,0.0012586532410320957,0.0,1,1
IND445001AAB,0.0006293266205160479,0.0,1,0
IND441603AAA,0.0006293266205160479,0.0,1,0
IND443201AAA,0.0012586532410320957,0.0,1,1
IND443301AAA,0.0012586532410320957,0.00039357682619647357,1,1
IND444602AAA,0.0006293266205160479,0.0,0,1
IND451666AAA,0.0012586532410320957,0.0,0,2
IND454001AAA,0.0006293266205160479,0.0,0,1
IND457001AAA,0.0018879798615481437,0.003237218839790894,1,2
IND457226AAA,0.0012586532410320957,0.0,1,1
IND458990AAA,0.0012586532410320957,0.0,1,1
IND460001AAA,0.0012586532410320957,0.0,1,1
IND480334AAA,0.0012586532410320957,0.0,1,1
IND461111AAA,0.0006293266205160479,0.0,0,1
IND462001AAA,0.0018879798615481437,0.0,2,1
IND462011AAA,0.0012586532410320957,0.0,1,1
IND462021AAA,0.0006293266205160479,0.0,0,1
IND461001AAA,0.0006293266205160479,0.0,1,0
IND462042AAA,0.0012586532410320957,0.0,1,1
IND465669AAB,0.0012586532410320957,0.0015743073047858943,1,1
IND466001AAA,0.0012586532410320957,0.00039357682619647357,1,1
IND842003AAB,0.008181246066708623,0.00983942065491184,5,8
IND464001AAA,0.0006293266205160479,0.0,0,1
IND464221AAA,0.0012586532410320957,0.0,1,1
IND470004AAA,0.0018879798615481437,0.0,1,2
IND464668AAA,0.0012586532410320957,0.003177094540713644,1,1
IND465001AAA,0.0025173064820641915,0.0007871536523929471,1,3
IND465333A1B,0.0018879798615481437,0.0,1,2
IND465333AAA,0.0018879798615481437,0.0,2,1
IND465683AAA,0.0012586532410320957,0.0011807304785894208,1,1
IND466116AAA,0.0012586532410320957,0.0,1,1
IND470113AAA,0.0018879798615481437,0.0,2,1
IND470117AAA,0.0012586532410320957,0.0,1,1
IND470227AAB,0.0006293266205160479,0.0,1,0
IND471001AAA,0.0018879798615481437,0.00039042821158690176,2,1
IND473001AAA,0.0012586532410320957,0.0,1,1
IND473331AAA,0.0012586532410320957,0.0,1,1
IND473226AAA,0.0018879798615481437,0.0,1,2
IND473443AAA,0.0006293266205160479,0.0,0,1
IND473551AAA,0.0006293266205160479,0.0,1,0
IND475661AAB,0.0006293266205160479,0.0,1,0
IND476001AAA,0.0006293266205160479,0.0,1,0
IND476111AAA,0.0018879798615481437,0.0007816158880042531,1,2
IND477001AAA,0.0012586532410320957,0.001604219143576827,1,1
IND477001AAB,0.0012586532410320957,0.0016122805463083688,1,1
IND480001AAA,0.0025173064820641915,0.0,2,2
IND480661AAA,0.0031466331025802393,0.0005856423173803526,3,2
IND481661AAA,0.0018879798615481437,0.003208438287153653,2,1
IND480106AAA,0.0006293266205160479,0.0,1,0
IND480886AAA,0.0018879798615481437,0.00019521410579345088,1,2
IND482002AAA,0.0012586532410320957,0.0,1,1
IND483225AAA,0.0012586532410320957,0.0,1,1
IND483501AAA,0.0018879798615481437,0.00039357682619647357,2,1
IND483770AAA,0.0012586532410320957,0.0,1,1
IND484001AAA,0.0025173064820641915,0.0007871536523929471,2,2
IND484224AAA,0.0006293266205160479,0.0,1,0
IND484446AAA,0.0012586532410320957,0.0,1,1
IND484551AAA,0.0012586532410320957,0.0,1,1
IND484661AAE,0.0018879798615481437,0.0015743073047858943,1,2
IND485771AAA,0.0018879798615481437,0.0,1,2
IND486001AAA,0.0018879798615481437,0.0,2,1
IND486771AAA,0.0025173064820641915,0.00039357682619647357,3,1
IND488001AAA,0.0012586532410320957,0.0,1,1
IND486661AAA,0.0012586532410320957,0.0,1,1
IND486889AAA,0.0018879798615481437,6.297229219143577e-06,1,2
IND487001AAA,0.0012586532410320957,0.0019726070528967255,1,1
IND487551AAA,0.0018879798615481437,0.0035516372795969774,2,1
IND487001AAB,0.0012586532410320957,0.0019726070528967255,1,1
IND492001AAB,0.0006293266205160479,0.0,0,1
IND492007AAA,0.0006293266205160479,0.0,1,0
IND493118AAC,0.0006293266205160479,0.0,0,1
IND495334AAB,0.0012586532410320957,0.0,1,1
IND494334AAB,0.0006293266205160479,0.0,0,1
IND493445AAB,0.0006293266205160479,0.0,1,0
IND495004AAA,0.0006293266205160479,0.0,0,1
IND495671AAA,0.0006293266205160479,0.0,1,0
IND491995AAB,0.0006293266205160479,0.0,1,0
IND495677AAA,0.0006293266205160479,0.0,0,1
IND496001AAA,0.0006293266205160479,0.0,1,0
IND500008AAC,0.0018879798615481437,0.00039357682619647357,1,2
IND500084AAB,0.0006293266205160479,0.0,1,0
IND500008AAD,0.0006293266205160479,0.0,0,1
IND500008AAF,0.0006293266205160479,0.0,0,1
IND500039AAC,0.005663939584644431,0.001967884130982368,5,4
IND500010AAA,0.0031466331025802393,0.0007847803247977925,3,2
IND500055AAA,0.0018879798615481437,0.00039357682619647357,1,2
IND500010AAB,0.0012586532410320957,0.0,1,1
IND500018AAA,0.0006293266205160479,0.0,0,1
IND500080AAB,0.0018879798615481437,0.0,2,1
IND500032AAA,0.0006293266205160479,0.0,0,1
IND502295AAA,0.0012586532410320957,0.0,1,1
IND500035AAA,0.0012586532410320957,0.0,1,1
IND500039AAB,0.0006293266205160479,0.0,0,1
IND501301AAC,0.0012586532410320957,0.0,1,1
IND500035AAD,0.0006293266205160479,0.0,1,0
IND508116AAA,0.0018879798615481437,0.0007871536523929471,1,2
IND500039AAD,0.0012586532410320957,0.0,1,1
IND500050AAA,0.0025173064820641915,0.0,2,2
IND501218AAC,0.0012586532410320957,0.0,2,0
IND501401AAC,0.0018879798615481437,0.0,2,1
IND500055AAC,0.0006293266205160479,0.0,0,1
IND501101AAB,0.0018879798615481437,0.00039357682619647357,1,2
IND509216AAC,0.0012586532410320957,0.0,1,1
IND501141AAA,0.0012586532410320957,0.0007871536523929471,1,1
IND503111AAC,0.0037759597230962874,0.001967884130982368,3,3
IND505001AAB,0.009439899307740718,0.007887279596977331,8,7
IND506002AAA,0.0037759597230962874,0.007106423173803527,3,3
IND508252AAB,0.0012586532410320957,0.00039357682619647357,1,1
IND509001AAA,0.0012586532410320957,0.0007871536523929471,1,1
IND509358AAA,0.0018879798615481437,0.0011807304785894208,1,2
IND515004AAA,0.005034612964128383,0.004722921914357683,4,4
IND518002AAA,0.010069225928256766,0.011841939546599496,9,7
IND523002AAA,0.005034612964128383,0.00957965994962217,3,5
IND533106AAA,0.010069225928256766,0.0031884036408595597,8,8
IND585104AAA,0.0062932662051604785,0.010286523929471034,5,5
IND501359AAG,0.0006293266205160479,0.0,0,1
IND502110AAA,0.0012586532410320957,0.00039357682619647357,1,1
IND502313AAA,0.0012586532410320957,0.0,1,1
IND502220AAC,0.0012586532410320957,0.006366498740554156,1,1
IND502286AAB,0.0012586532410320957,0.00676007556675063,1,1
IND503185AAA,0.0012586532410320957,0.0015743073047858943,1,1
IND503122AAA,0.0012586532410320957,0.0007871536523929471,1,1
IND503187AAA,0.0012586532410320957,0.0011807304785894208,1,1
IND504201AAA,0.0012586532410320957,0.0,1,1
IND505184AAC,0.0025173064820641915,0.0,2,2
IND504208AAB,0.0031466331025802393,0.0011712846347607052,3,2
IND504251AAA,0.0018879798615481437,0.0007847803247977925,1,2
IND504215AAA,0.0012586532410320957,0.0,0,2
IND505326AAB,0.0012586532410320957,0.0,1,1
IND504293AAA,0.0025173064820641915,0.0032068639798488664,2,2
IND504296AAA,0.0018879798615481437,1.5743073047858942e-06,1,2
IND505001AAA,0.0006293266205160479,0.0,0,1
IND505302AAB,0.0025173064820641915,0.0011961571079579258,2,2
IND505172AAA,0.0006293266205160479,0.0,1,0
IND505209AAA,0.0025173064820641915,0.00039357682619647357,2,2
IND505122AAA,0.0018879798615481437,0.0,2,1
IND505325AAA,0.0012586532410320957,0.0,1,1
IND505327AAA,0.0018879798615481437,0.0003998740554156171,2,1
IND505326AAA,0.0006293266205160479,0.0,0,1
IND505425AAA,0.0012586532410320957,0.0,2,0
IND505467AAA,0.0012586532410320957,0.0,1,1
IND505503AAA,0.0012586532410320957,0.00039357682619647357,1,1
IND506164AAA,0.0006293266205160479,0.0,1,0
IND506001AAC,0.0012586532410320957,0.0,0,2
IND506132AAA,0.0012586532410320957,0.0011771704871966888,1,1
IND506143AAA,0.0012586532410320957,0.003576826196473552,1,1
IND506343AAA,0.0012586532410320957,0.0011807304785894208,1,1
IND506167AAB,0.0012586532410320957,0.003183249370277078,1,1
IND506169AAB,0.0012586532410320957,0.0007871536523929471,1,1
IND506314AAA,0.0012586532410320957,0.003205289672544081,1,1
IND507002AAA,0.0062932662051604785,0.005941435768261965,4,6
IND507117AAB,0.0018879798615481437,0.003605163727959698,2,1
IND507159AAA,0.0025173064820641915,0.0,2,2
IND507167AAA,0.0006293266205160479,0.0,1,0
IND508001AAA,0.0018879798615481437,0.0031926952141057936,2,1
IND508206AAA,0.0025173064820641915,0.0,2,2
IND508213AAB,0.0012586532410320957,0.0,1,1
IND507111AAA,0.0006293266205160479,0.0,0,1
IND507303AAA,0.0012586532410320957,0.003211586901763224,1,1
IND508223AAA,0.0018879798615481437,0.0,2,1
IND508277AAB,0.0012586532410320957,0.0,1,1
IND508207AAB,0.0012586532410320957,0.0,1,1
IND508248AAB,0.0018879798615481437,0.00039357682619647357,2,1
IND508377AAB,0.0012586532410320957,0.0,1,1
IND509203AAA,0.0012586532410320957,0.00039357682619647357,1,1
IND509103AAB,0.0025173064820641915,0.00039357682619647357,2,2
IND509103AAC,0.0012586532410320957,0.0,1,1
IND509124AAA,0.0031466331025802393,0.0,2,3
IND584101AAA,0.0031466331025802393,0.0011807304785894208,2,3
IND509301AAA,0.0012586532410320957,0.0,1,1
IND509324AAA,0.0012586532410320957,0.0,1,1
IND515401AAB,0.0012586532410320957,0.0011807304785894208,1,1
IND515671AAA,0.0018879798615481437,0.002755037783375315,1,2
IND515134AAA,0.0031466331025802393,0.0011807304785894208,3,2
IND515201AAA,0.0018879798615481437,0.0007871536523929471,1,2
IND515591AAA,0.0018879798615481437,0.0007871536523929471,2,1
IND515301AAA,0.0012586532410320957,0.00039357682619647357,1,1
IND561202AAB,0.0012586532410320957,0.0,1,1
IND515801AAA,0.0018879798615481437,0.0007871536523929471,1,2
IND516269AAA,0.0012586532410320957,0.00039357682619647357,1,1
IND515761AAA,0.0018879798615481437,0.0,2,1
IND515865AAB,0.0012586532410320957,0.0,1,1
IND516101AAA,0.0012586532410320957,0.0,1,1
IND516115AAA,0.0012586532410320957,0.0,1,1
IND517501AAB,0.0025173064820641915,0.0,2,2
IND516390AAA,0.0012586532410320957,0.0,1,1
IND517325AAA,0.0006293266205160479,0.0,0,1
IND517408AAA,0.0006293266205160479,0.0,1,0
IND517583AAA,0.0012586532410320957,0.0,1,1
IND517644AAA,0.0012586532410320957,0.0,1,1
IND524132AAA,0.0012586532410320957,0.0,1,1
IND518401AAA,0.0012586532410320957,0.0007871536523929471,1,1
IND518501AAA,0.0012586532410320957,0.0011712846347607052,1,1
IND518102AAA,0.0012586532410320957,0.0,1,1
IND518124AAA,0.0018879798615481437,0.0007777078085642317,1,2
IND518206AAA,0.0012586532410320957,0.00038922572560535677,1,1
IND518222AAA,0.0012586532410320957,0.003227725529410276,1,1
IND518422AAB,0.0012586532410320957,0.00039357682619647357,1,1
IND520011AAA,0.0012586532410320957,0.0,1,1
IND521185AAA,0.0025173064820641915,0.00039357682619647357,2,2
IND521001AAA,0.0025173064820641915,0.003211586901763224,2,2
IND521165AAA,0.0018879798615481437,0.0,2,1
IND521105AAA,0.0018879798615481437,0.0007871536523929471,1,2
IND521333AAA,0.0018879798615481437,0.0,2,1
IND534001AAA,0.0012586532410320957,0.0,1,1
IND521201AAA,0.0012586532410320957,0.0011807304785894208,1,1
IND521301AAA,0.0012586532410320957,0.0,1,1
IND522647AAA,0.0012586532410320957,0.00039239016239889625,1,1
IND523201AAA,0.0012586532410320957,0.003211586901763224,1,1
IND523105AAA,0.0018879798615481437,0.00039042821158690176,2,1
IND523226AAA,0.0012586532410320957,0.0,1,1
IND523230AAA,0.0012586532410320957,0.0,1,1
IND523316AAB,0.0018879798615481437,0.0007808564231738035,2,1
IND524201AAA,0.0012586532410320957,0.0,1,1
IND524003AAA,0.0012586532410320957,0.0,1,1
IND524101AAB,0.0012586532410320957,0.0,1,1
IND530012AAA,0.01195720578980491,0.008857892527287992,9,10
IND530043AAA,0.0018879798615481437,0.00039357682619647357,1,2
IND531001AAA,0.0025173064820641915,0.00039357682619647357,2,2
IND531162AAA,0.0012586532410320957,0.0,2,0
IND532001AAB,0.005663939584644431,0.0035421914357682623,5,4
IND535001AAA,0.0018879798615481437,0.0,2,1
IND764001AAC,0.0018879798615481437,0.0011807304785894208,2,1
IND764020AAC,0.0012586532410320957,0.0,1,1
IND530012AAC,0.0012586532410320957,0.0,0,2
IND530018AAA,0.0006293266205160479,0.0,0,1
IND530026AAA,0.0006293266205160479,0.0,0,1
IND531036AAA,0.0012586532410320957,0.0,1,1
IND531163AAA,0.0012586532410320957,0.0,1,1
IND531116AAA,0.0012586532410320957,0.0,1,1
IND532127AAA,0.0012586532410320957,0.0015743073047858943,1,1
IND532201AAA,0.0018879798615481437,0.0007871536523929471,2,1
IND532421AAA,0.0012586532410320957,0.0,1,1
IND535591AAA,0.0012586532410320957,0.0011807304785894208,1,1
IND532222AAA,0.0018879798615481437,0.00039357682619647357,1,2
IND761200AAA,0.0012586532410320957,0.0,1,1
IND532440AAA,0.0012586532410320957,0.0,1,1
IND533003AAA,0.0025173064820641915,0.00039357682619647357,2,2
IND533401AAA,0.0018879798615481437,0.0,1,2
IND533201AAA,0.0031466331025802393,0.0,3,2
IND533242AAA,0.0018879798615481437,0.0,2,1
IND533262AAA,0.0025173064820641915,0.0,2,2
IND533308AAB,0.0025173064820641915,0.0,2,2
IND534260AAC,0.0012586532410320957,0.0,1,1
IND535501AAB,0.0018879798615481437,0.00039357682619647357,1,2
IND535558AAA,0.0012586532410320957,0.0007871536523929471,1,1
IND560002AAA,0.0031466331025802393,0.0,3,2
IND560099AAB,0.016362492133417245,0.001820948782535684,11,15
IND560027AAA,0.0006293266205160479,0.0,0,1
IND560099AAA,0.0006293266205160479,0.0,1,0
